"cardiovascular","endocrine/diabetes","gastrointestinal/abdominal","renal/urology","haematology/dermatology","immunological/systemic disorders","musculoskeletal/trauma","neurology/eye/psychiatry","ARC-Pleiotropy_1","ARC-Pleiotropy_2","ARC-Pleiotropy_3","ARC-Pleiotropy_4","ARC-Pleiotropy_5","ARC-Pleiotropy_6","GenAge","ModAge"
0.248311312261202,0.229639113013711,0.213137792131914,0.161399661493274,0.247439709187216,0.158559605962994,0.253826155729721,0.229811146070201,0.248512910583395,0.245877145459259,0.244206211313091,0.16383936251355,0.144198505148089,0.199357122001864,0.289697111319182,0.313654454151667
0.245577309394289,0.228026426427986,0.212532273711903,0.168045747207366,0.251875039384803,0.156542485674114,0.251423287440989,0.226391593381637,0.245877145459259,0.245395765446849,0.244842952917271,0.161101729689426,0.143742899637352,0.190297038907618,0.286601952005765,0.30966959838749
0.245090697160083,0.225652545369591,0.211041985272298,0.143699325286825,0.244795310757928,0.162156731534102,0.25659582277623,0.229071386792933,0.244206211313091,0.244842952917271,0.248720653751717,0.160671270000168,0.15445684071104,0.195919884398561,0.287769670363929,0.308685411955578
0.163804136050185,0.153429078675975,0.148558632097819,0.110591630787444,0.161261078554543,0.119716819874553,0.169470420769461,0.160251158080293,0.16383936251355,0.161101729689426,0.160671270000168,0.119331653984424,0.112011170488745,0.155466018178146,0.186291896758593,0.203359093733224
0.144870000730644,0.136133462988665,0.134940482341045,0.0872356881207489,0.142184788658809,0.11379602313948,0.155617549447173,0.144887956257404,0.144198505148089,0.143742899637352,0.15445684071104,0.112011170488745,0.10284357466386,0.136095146731493,0.165442984277203,0.178499178738866
0.199496009932432,0.183878120100324,0.178499407872464,0.103115497370002,0.177228849864117,0.147718558171344,0.207170160700573,0.197508375799799,0.199357122001864,0.190297038907618,0.195919884398561,0.155466018178146,0.136095146731493,0.169115343346121,0.230122483345057,0.251169061679925
0.248988627927817,0.229723373490926,0.213884232383254,0.161047336292807,0.248393869764907,0.158938390732704,0.255897489218051,0.230568911373545,0.248311312261202,0.245577309394289,0.245090697160083,0.163804136050185,0.144870000730644,0.199496009932432,0.290284991972701,0.314042217993033
0.229723373490926,0.211790905566577,0.199493987109558,0.15031722718668,0.228946911962954,0.149590850688189,0.237078071060131,0.214672640080387,0.229639113013711,0.228026426427986,0.225652545369591,0.153429078675975,0.136133462988665,0.183878120100324,0.266824732110654,0.28867777453175
0.213884232383254,0.199493987109558,0.186224606427793,0.140402936672201,0.213625494831516,0.148357232534198,0.224189397385537,0.205147774073652,0.213137792131914,0.212532273711903,0.211041985272298,0.148558632097819,0.134940482341045,0.178499407872464,0.247887967224556,0.268484581668421
0.290284991972701,0.266824732110654,0.247887967224556,0.172497616294717,0.28502039206061,0.181471146454236,0.298409749352418,0.266934287024219,0.289697111319182,0.286601952005765,0.287769670363929,0.186291896758593,0.165442984277203,0.230122483345057,0.343534794568667,0.370148188645221
0.248393869764907,0.228946911962954,0.213625494831516,0.19015276503259,0.240869366592803,0.154719861059719,0.254876960490462,0.226353125965219,0.247439709187216,0.251875039384803,0.244795310757928,0.161261078554543,0.142184788658809,0.177228849864117,0.28502039206061,0.309227148895766
0.158938390732704,0.149590850688189,0.148357232534198,0.0985916825205261,0.154719861059719,0.119098679205672,0.169425248419971,0.158715228315346,0.158559605962994,0.156542485674114,0.162156731534102,0.119716819874553,0.11379602313948,0.147718558171344,0.181471146454236,0.196871117831788
0.314042217993033,0.28867777453175,0.268484581668421,0.191818067502571,0.309227148895766,0.196871117831788,0.322619461323212,0.289681843504415,0.313654454151667,0.30966959838749,0.308685411955578,0.203359093733224,0.178499178738866,0.251169061679925,0.370148188645221,0.400349181583053
0.255897489218051,0.237078071060131,0.224189397385537,0.160808864330992,0.254876960490462,0.169425248419971,0.2636084368862,0.23913022710995,0.253826155729721,0.251423287440989,0.25659582277623,0.169470420769461,0.155617549447173,0.207170160700573,0.298409749352418,0.322619461323212
0.230568911373545,0.214672640080387,0.205147774073652,0.147739875459387,0.226353125965219,0.158715228315346,0.23913022710995,0.2174038387505,0.229811146070201,0.226391593381637,0.229071386792933,0.160251158080293,0.144887956257404,0.197508375799799,0.266934287024219,0.289681843504415
0.161047336292807,0.15031722718668,0.140402936672201,0.156552807473677,0.19015276503259,0.0985916825205261,0.160808864330992,0.147739875459387,0.161399661493274,0.168045747207366,0.143699325286825,0.110591630787444,0.0872356881207489,0.103115497370002,0.172497616294717,0.191818067502571
