"","Gen","ARD_Pleiotropy","ARC_Pleiotropy","iARD_Interactor","iARC_Interactor","GenAge"
"5168","LIG1",0,0,10,5,"NotAge"
"5169","LIG3",0,0,14,4,"NotAge"
"5170","LILRB1-AS1",0,0,22,6,"NotAge"
"5171","LIMD2",0,0,6,3,"NotAge"
"5172","LIMK1",0,0,1,1,"NotAge"
"5173","LIN28A",0,0,12,7,"NotAge"
"5174","LINC00092",0,0,13,5,"NotAge"
"5175","LINC00111",0,0,1,1,"NotAge"
"5176","LINC00115",0,0,14,4,"NotAge"
"5177","LINC00160",0,0,2,1,"NotAge"
"5178","LINC00269",0,0,4,2,"NotAge"
"5179","LINC00307",0,0,15,5,"NotAge"
"5180","LINC00310",0,0,30,6,"NotAge"
"5181","LINC00323",0,0,27,5,"NotAge"
"5182","LINC00343",0,0,20,5,"NotAge"
"5183","LINC00347",0,0,2,2,"NotAge"
"5184","LINC00348",0,0,20,6,"NotAge"
"5185","LINC00351",0,0,7,3,"NotAge"
"5186","LINC00354",0,0,9,4,"NotAge"
"5187","LINC00355",0,0,29,6,"NotAge"
"5188","LINC00370",0,0,30,8,"NotAge"
"5189","LINC00375",0,0,7,3,"NotAge"
"5190","LINC00376",0,0,6,3,"NotAge"
"5191","LINC00378",0,0,4,2,"NotAge"
"5192","LINC00381",0,0,5,1,"NotAge"
"5193","LINC00408",0,0,8,3,"NotAge"
"5194","LINC00424",0,0,12,4,"NotAge"
"5195","LINC00431",0,0,19,5,"NotAge"
"5196","LINC00434",0,0,2,1,"NotAge"
"5197","LINC00457",0,0,18,5,"NotAge"
"5198","LINC00475",0,0,32,5,"NotAge"
"5199","LINC00479",0,0,8,4,"NotAge"
"5200","LINC00489",0,0,1,1,"NotAge"
"5201","LINC00507",0,0,30,8,"NotAge"
"5202","LINC00511",0,0,32,5,"NotAge"
"5203","LINC00570",0,0,9,3,"NotAge"
"5204","LINC00602",0,0,8,5,"NotAge"
"5205","LINC00629",0,0,11,4,"NotAge"
"5206","LINC00642",0,0,4,1,"NotAge"
"5207","LINC00656",0,0,2,1,"NotAge"
"5208","LINC00840",0,0,20,5,"NotAge"
"5209","LINC00844",0,0,30,8,"NotAge"
"5210","LINC00845",0,0,6,3,"NotAge"
"5211","LINC00853",0,0,14,4,"NotAge"
"5212","LINC00921",0,0,2,1,"NotAge"
"5213","LINC00938",0,0,18,4,"NotAge"
"5214","LINC00940",0,0,1,1,"NotAge"
"5215","LINC00951",0,0,23,5,"NotAge"
"5216","LINC00957",0,0,2,2,"NotAge"
"5217","LINC01003",0,0,3,3,"NotAge"
"5218","LINC01007",0,0,21,7,"NotAge"
"5219","LINC01020",0,0,4,2,"NotAge"
"5220","LINC01035",0,0,7,2,"NotAge"
"5221","LINC01040",0,0,20,5,"NotAge"
"5222","LINC01068",0,0,3,2,"NotAge"
"5223","LINC01076",0,0,19,7,"NotAge"
"5224","LINC01106",0,0,30,8,"NotAge"
"5225","LINC01107",0,0,13,4,"NotAge"
"5226","LINC01118",0,0,17,7,"NotAge"
"5227","LINC01120",0,0,7,4,"NotAge"
"5228","LINC01132",0,0,25,6,"NotAge"
"5229","LINC01166",0,0,18,6,"NotAge"
"5230","LINC01202",0,0,13,4,"NotAge"
"5231","LINC01203",0,0,33,6,"NotAge"
"5232","LINC01247",0,0,31,5,"NotAge"
"5233","LINC01249",0,0,1,1,"NotAge"
"5234","LINC01276",0,0,28,5,"NotAge"
"5235","LINC01299",0,0,9,3,"NotAge"
"5236","LINC01341",0,0,22,5,"NotAge"
"5237","LINC01345",0,0,35,5,"NotAge"
"5238","LINC01359",0,0,1,1,"NotAge"
"5239","LINC01378",0,0,3,2,"NotAge"
"5240","LINC01389",0,0,13,4,"NotAge"
"5241","LINC01409",0,0,1,1,"NotAge"
"5242","LINC01411",0,0,5,2,"NotAge"
"5243","LINC01429",0,0,23,5,"NotAge"
"5244","LINC01442",0,0,12,3,"NotAge"
"5245","LINC01443",0,0,19,7,"NotAge"
"5246","LINC01449",0,0,6,4,"NotAge"
"5247","LINC01483",0,0,24,4,"NotAge"
"5248","LINC01494",0,0,23,4,"NotAge"
"5249","LINC01504",0,0,15,5,"NotAge"
"5250","LINC01509",0,0,14,4,"NotAge"
"5251","LINC01515",0,0,17,4,"NotAge"
"5252","LINC01532",0,0,30,8,"NotAge"
"5253","LINC01535",0,0,10,3,"NotAge"
"5254","LINC01537",0,0,35,6,"NotAge"
"5255","LINC01544",0,0,30,8,"NotAge"
"5256","LINC01596",0,0,2,1,"NotAge"
"5257","LINC01616",0,0,24,6,"NotAge"
"5258","LINC01624",0,0,9,5,"NotAge"
"5259","LINC01627",0,0,6,2,"NotAge"
"5260","LINC01630",0,0,18,5,"NotAge"
"5261","LINC01655",0,0,19,4,"NotAge"
"5262","LINC01657",0,0,30,8,"NotAge"
"5263","LINC01691",0,0,5,2,"NotAge"
"5264","LINC01693",0,0,12,4,"NotAge"
"5265","LINC01696",0,0,20,5,"NotAge"
"5266","LINC01706",0,0,31,8,"NotAge"
"5267","LINC01709",0,0,2,2,"NotAge"
"5268","LINC01710",0,0,10,4,"NotAge"
"5269","LINC01716",0,0,12,4,"NotAge"
"5270","LINC01724",0,0,26,5,"NotAge"
"5271","LINC01729",0,0,16,5,"NotAge"
"5272","LINC01733",0,0,4,2,"NotAge"
"5273","LINC01736",0,0,23,4,"NotAge"
"5274","LINC01738",0,0,7,3,"NotAge"
"5275","LINC01740",0,0,18,4,"NotAge"
"5276","LINC01748",0,0,7,3,"NotAge"
"5277","LINC01749",0,0,17,7,"NotAge"
"5278","LINC01750",0,0,31,8,"NotAge"
"5279","LINC01752",0,0,19,7,"NotAge"
"5280","LINC01763",0,0,31,8,"NotAge"
"5281","LINC01766",0,0,18,5,"NotAge"
"5282","LINC01772",0,0,2,1,"NotAge"
"5283","LINC01795",0,0,7,3,"NotAge"
"5284","LINC01811",0,0,23,5,"NotAge"
"5285","LINC01820",0,0,8,3,"NotAge"
"5286","LINC01821",0,0,11,4,"NotAge"
"5287","LINC01823",0,0,1,1,"NotAge"
"5288","LINC01836",0,0,2,1,"NotAge"
"5289","LINC01839",0,0,13,4,"NotAge"
"5290","LINC01867",0,0,13,4,"NotAge"
"5291","LINC01870",0,0,3,2,"NotAge"
"5292","LINC01886",0,0,25,8,"NotAge"
"5293","LINC01896",0,0,14,6,"NotAge"
"5294","LINC01912",0,0,2,1,"NotAge"
"5295","LINC01963",0,0,8,3,"NotAge"
"5296","LINC01980",0,0,1,1,"NotAge"
"5297","LINC01983",0,0,6,3,"NotAge"
"5298","LINC01985",0,0,2,1,"NotAge"
"5299","LINC02011",0,0,1,1,"NotAge"
"5300","LINC02022",0,0,2,1,"NotAge"
"5301","LINC02036",0,0,24,6,"NotAge"
"5302","LINC02054",0,0,1,1,"NotAge"
"5303","LINC02067",0,0,16,4,"NotAge"
"5304","LINC02068",0,0,29,8,"NotAge"
"5305","LINC02088",0,0,12,3,"NotAge"
"5306","LINC02089",0,0,9,3,"NotAge"
"5307","LINC02097",0,0,12,5,"NotAge"
"5308","LINC02192",0,0,9,3,"NotAge"
"5309","LINC02249",0,0,8,3,"NotAge"
"5310","LINC02284",0,0,9,2,"NotAge"
"5311","LINC02317",0,0,4,1,"NotAge"
"5312","LINC02519",0,0,6,3,"NotAge"
"5313","LINC02528",0,0,4,2,"NotAge"
"5314","LINC02549",0,0,31,8,"NotAge"
"5315","LINC02552",0,0,28,7,"NotAge"
"5316","LINC02572",0,0,2,1,"NotAge"
"5317","LINC02593",0,0,4,3,"NotAge"
"5318","LINC02611",0,0,11,3,"NotAge"
"5319","LINC02612",0,0,10,6,"NotAge"
"5320","LINC02636",0,0,1,1,"NotAge"
"5321","LINC02637",0,0,12,5,"NotAge"
"5322","LINC02654",0,0,4,1,"NotAge"
"5323","LINC02661",0,0,30,8,"NotAge"
"5324","LINC02672",0,0,19,4,"NotAge"
"5325","LINC02679",0,0,31,8,"NotAge"
"5326","LINC02708",0,0,10,4,"NotAge"
"5327","LINC02713",0,0,1,1,"NotAge"
"5328","LINC02794",0,0,5,3,"NotAge"
"5329","LINC02796",0,0,3,2,"NotAge"
"5330","LINC02798",0,0,6,3,"NotAge"
"5331","LINC02803",0,0,31,5,"NotAge"
"5332","LINC02813",0,0,31,8,"NotAge"
"5333","LINC02828",0,0,1,1,"NotAge"
"5334","LINC02848",0,0,1,1,"NotAge"
"5335","LINC02876",0,0,12,4,"NotAge"
"5336","LINC02921",0,0,5,2,"NotAge"
"5337","LINC02936",0,0,28,5,"NotAge"
"5338","LINC02975",0,0,10,6,"NotAge"
"5339","LINC02976",0,0,1,1,"NotAge"
"5340","LINC02980",0,0,3,1,"NotAge"
"5341","LINC03007",0,0,25,6,"NotAge"
"5342","LINC03010",0,0,2,1,"NotAge"
"5343","LINC03012",0,0,16,4,"NotAge"
"5344","LINC03013",0,0,20,6,"NotAge"
"5345","LINC03031",0,0,1,1,"NotAge"
"5346","LIPE",0,0,2,2,"NotAge"
"5347","LIX1L",0,0,7,3,"NotAge"
"5348","LIX1L-AS1",0,0,26,6,"NotAge"
"5349","LLGL1",0,0,5,3,"NotAge"
"5350","LLPH",0,0,18,5,"NotAge"
"5351","LLPHP3",0,0,17,5,"NotAge"
"5352","LMAN1",0,0,7,3,"NotAge"
"5353","LMAN2",0,0,16,5,"NotAge"
"5354","LMBR1L",0,0,6,3,"NotAge"
"5355","LMBRD2",0,0,1,1,"NotAge"
"5356","LMCD1-AS1",0,0,7,2,"NotAge"
"5357","LMF2",0,0,29,5,"NotAge"
"5358","LMNB1",0,0,1,1,"Age"
"5359","LMOD1",0,0,30,8,"NotAge"
"5360","LMTK3",0,0,31,8,"NotAge"
"5361","LMX1B",0,0,1,1,"NotAge"
"5362","LNCBRM",0,0,30,8,"NotAge"
"5363","LNPEP",0,0,13,5,"NotAge"
"5364","LONP2",0,0,28,6,"NotAge"
"5365","LONRF2",0,0,25,6,"NotAge"
"5366","LOXL1",0,0,5,3,"NotAge"
"5367","LOXL2",0,0,19,7,"NotAge"
"5368","LPCAT3",0,0,11,4,"NotAge"
"5369","LPGAT1",0,0,1,1,"NotAge"
"5370","LPP-AS1",0,0,22,5,"NotAge"
"5371","LRCH1",0,0,5,2,"NotAge"
"5372","LRCH4",0,0,21,5,"NotAge"
"5373","LRFN2",0,0,29,8,"NotAge"
"5374","LRFN5",0,0,8,4,"NotAge"
"5375","LRIG3-DT",0,0,2,1,"NotAge"
"5376","LRP1B",0,0,1,1,"NotAge"
"5377","LRPAP1",0,0,3,2,"NotAge"
"5378","LRRC14",0,0,21,5,"NotAge"
"5379","LRRC15",0,0,19,7,"NotAge"
"5380","LRRC24",0,0,10,4,"NotAge"
"5381","LRRC32",0,0,9,2,"NotAge"
"5382","LRRC37A2",0,0,3,2,"NotAge"
"5383","LRRC39",0,0,7,3,"NotAge"
"5384","LRRC41",0,0,27,5,"NotAge"
"5385","LRRC45",0,0,7,4,"NotAge"
"5386","LRRC47",0,0,26,5,"NotAge"
"5387","LRRC4B",0,0,31,8,"NotAge"
"5388","LRRC59",0,0,16,5,"NotAge"
"5389","LRRC8C-DT",0,0,2,1,"NotAge"
"5390","LRRC8D",0,0,8,5,"NotAge"
"5391","LRRFIP1",0,0,10,5,"NotAge"
"5392","LRRK1",0,0,1,1,"NotAge"
"5393","LRRTM1",0,0,30,8,"NotAge"
"5394","LRSAM1",0,0,28,6,"NotAge"
"5395","LRTM2",0,0,26,8,"NotAge"
"5396","LRWD1",0,0,3,2,"NotAge"
"5397","LSG1",0,0,16,4,"NotAge"
"5398","LSM1",0,0,4,3,"NotAge"
"5399","LSM14A",0,0,30,5,"NotAge"
"5400","LSM14B",0,0,12,4,"NotAge"
"5401","LSM3",0,0,5,4,"NotAge"
"5402","LSM3P3",0,0,26,5,"NotAge"
"5403","LSM4",0,0,21,5,"NotAge"
"5404","LSM7",0,0,12,4,"NotAge"
"5405","LSM8",0,0,14,4,"NotAge"
"5406","LTA",0,0,14,5,"NotAge"
"5407","LTB",0,0,9,5,"NotAge"
"5408","LTBR",0,0,9,4,"NotAge"
"5409","LTV1",0,0,15,4,"NotAge"
"5410","LUC7L",0,0,13,4,"NotAge"
"5411","LUC7L3",0,0,10,4,"NotAge"
"5412","LY6G5B",0,0,10,4,"NotAge"
"5413","LY6G6D",0,0,10,2,"NotAge"
"5414","LY6G6E",0,0,10,2,"NotAge"
"5415","LY6G6F-LY6G6D",0,0,10,2,"NotAge"
"5416","LY75",0,0,1,1,"NotAge"
"5417","LY75-CD302",0,0,5,3,"NotAge"
"5418","LYPD5",0,0,29,8,"NotAge"
"5419","LYPLA1",0,0,8,3,"NotAge"
"5420","LYPLA1P3",0,0,2,1,"NotAge"
"5421","LYPLA2",0,0,25,5,"NotAge"
"5422","LYPLA2P1",0,0,19,5,"NotAge"
"5423","LYPLAL1-DT",0,0,19,6,"NotAge"
"5424","LYSMD2",0,0,1,1,"NotAge"
"5425","LZTR1",0,0,26,5,"NotAge"
"5426","LZTS3",0,0,31,8,"NotAge"
"5427","M6PR",0,0,15,5,"NotAge"
"5428","MACF1",0,0,10,4,"NotAge"
"5429","MACROD2-IT1",0,0,9,3,"NotAge"
"5430","MAD2L1BP",0,0,4,2,"NotAge"
"5431","MADCAM1",0,0,4,2,"NotAge"
"5432","MADCAM1-AS1",0,0,2,1,"NotAge"
"5433","MAEA",0,0,18,5,"NotAge"
"5434","MAG",0,0,31,8,"NotAge"
"5435","MAGEA10",0,0,19,7,"NotAge"
"5436","MAGEA3",0,0,3,1,"NotAge"
"5437","MAGEA7P",0,0,31,8,"NotAge"
"5438","MAGEC1",0,0,19,7,"NotAge"
"5439","MAGI2-AS2",0,0,9,3,"NotAge"
"5440","MAGOH",0,0,33,7,"NotAge"
"5441","MAGT1",0,0,16,5,"NotAge"
"5442","MAL",0,0,2,1,"NotAge"
"5443","MAML1",0,0,28,5,"NotAge"
"5444","MAN2A1",0,0,2,1,"NotAge"
"5445","MAN2B1",0,0,7,3,"NotAge"
"5446","MAN2B2",0,0,27,6,"NotAge"
"5447","MANF",0,0,3,1,"NotAge"
"5448","MAOB",0,0,11,4,"NotAge"
"5449","MAP1A",0,0,22,6,"NotAge"
"5450","MAP1LC3B2",0,0,2,2,"NotAge"
"5451","MAP1S",0,0,4,3,"NotAge"
"5452","MAP2",0,0,10,4,"NotAge"
"5453","MAP2K2",0,0,25,5,"NotAge"
"5454","MAP2K4",0,0,1,1,"NotAge"
"5455","MAP2K5",0,0,29,6,"NotAge"
"5456","MAP2K7",0,0,31,5,"NotAge"
"5457","MAP3K10",0,0,13,6,"NotAge"
"5458","MAP3K11",0,0,17,4,"NotAge"
"5459","MAP3K12",0,0,5,4,"NotAge"
"5460","MAP3K2",0,0,8,3,"NotAge"
"5461","MAP3K7",0,0,21,5,"NotAge"
"5462","MAP3K9",0,0,28,7,"NotAge"
"5463","MAP4K1",0,0,1,1,"NotAge"
"5464","MAP4K1-AS1",0,0,1,1,"NotAge"
"5465","MAP4K2",0,0,4,3,"NotAge"
"5466","MAP4K5",0,0,9,3,"NotAge"
"5467","MAP7D1",0,0,13,4,"NotAge"
"5468","MAPK1",0,0,7,3,"NotAge"
"5469","MAPK10",0,0,17,5,"NotAge"
"5470","MAPK3",0,0,5,2,"Age"
"5471","MAPK4",0,0,31,8,"NotAge"
"5472","MAPK6P6",0,0,11,3,"NotAge"
"5473","MAPK8",0,0,10,4,"Age"
"5474","MAPK8IP1",0,0,31,8,"NotAge"
"5475","MAPK8IP2",0,0,31,8,"NotAge"
"5476","MAPK8IP3",0,0,1,1,"NotAge"
"5477","MAPK9",0,0,6,3,"Age"
"5478","MAPKAP1",0,0,35,6,"NotAge"
"5479","MAPKAPK2",0,0,10,3,"NotAge"
"5480","MAPKAPK3",0,0,18,5,"NotAge"
"5481","MAPRE1",0,0,26,5,"NotAge"
"5482","MARCHF4",0,0,30,8,"NotAge"
"5483","MARCHF6",0,0,3,2,"NotAge"
"5484","MARCHF7",0,0,28,6,"NotAge"
"5485","MARF1",0,0,20,4,"NotAge"
"5486","MARK2P10",0,0,5,2,"NotAge"
"5487","MARK3",0,0,23,5,"NotAge"
"5488","MAST1",0,0,31,8,"NotAge"
"5489","MAT1A",0,0,19,7,"NotAge"
"5490","MAT2A",0,0,3,2,"NotAge"
"5491","MAT2B",0,0,3,2,"NotAge"
"5492","MATN3",0,0,19,7,"NotAge"
"5493","MATR3",0,0,22,5,"NotAge"
"5494","MAVS",0,0,15,5,"NotAge"
"5495","MAZ",0,0,30,5,"NotAge"
"5496","MBD1",0,0,35,6,"NotAge"
"5497","MBD2",0,0,15,5,"NotAge"
"5498","MBD3",0,0,21,5,"NotAge"
"5499","MBD3L2",0,0,1,1,"NotAge"
"5500","MBD3L5",0,0,1,1,"NotAge"
"5501","MBD4",0,0,19,5,"NotAge"
"5502","MBNL1",0,0,13,5,"NotAge"
"5503","MBOAT7",0,0,2,1,"NotAge"
"5504","MBTD1",0,0,17,5,"NotAge"
"5505","MBTPS1",0,0,18,5,"NotAge"
"5506","MCAT",0,0,2,1,"NotAge"
"5507","MCCC1-AS1",0,0,11,4,"NotAge"
"5508","MCF2L",0,0,31,8,"NotAge"
"5509","MCHR2",0,0,29,8,"NotAge"
"5510","MCM2",0,0,6,3,"NotAge"
"5511","MCM3",0,0,8,3,"NotAge"
"5512","MCM3AP",0,0,35,5,"NotAge"
"5513","MCM4",0,0,4,1,"NotAge"
"5514","MCM5",0,0,4,2,"NotAge"
"5515","MCM6",0,0,5,3,"NotAge"
"5516","MCM7",0,0,7,3,"NotAge"
"5517","MCM9",0,0,20,4,"NotAge"
"5518","MCPH1",0,0,19,4,"NotAge"
"5519","MCRIP2",0,0,5,3,"NotAge"
"5520","MCRIP2P1",0,0,1,1,"NotAge"
"5521","MCTS1",0,0,5,3,"NotAge"
"5522","MCUR1",0,0,12,4,"NotAge"
"5523","MDC1",0,0,21,5,"NotAge"
"5524","MDGA1",0,0,28,8,"NotAge"
"5525","MDH1P1",0,0,12,4,"NotAge"
"5526","MDH2",0,0,11,5,"NotAge"
"5527","MDN1",0,0,11,4,"NotAge"
"5528","MDN1-AS1",0,0,2,1,"NotAge"
"5529","MEA1",0,0,7,2,"NotAge"
"5530","MEAF6",0,0,22,5,"NotAge"
"5531","MECP2",0,0,24,5,"NotAge"
"5532","MECR",0,0,6,2,"NotAge"
"5533","MED1",0,0,22,5,"Age"
"5534","MED13",0,0,23,4,"NotAge"
"5535","MED15",0,0,26,5,"NotAge"
"5536","MED15P3",0,0,15,4,"NotAge"
"5537","MED16",0,0,16,4,"NotAge"
"5538","MED17",0,0,2,2,"NotAge"
"5539","MED21",0,0,9,3,"NotAge"
"5540","MED22",0,0,27,5,"NotAge"
"5541","MED23",0,0,12,4,"NotAge"
"5542","MED24",0,0,28,5,"NotAge"
"5543","MED25",0,0,2,1,"NotAge"
"5544","MED26",0,0,1,1,"NotAge"
"5545","MED28",0,0,22,5,"NotAge"
"5546","MED28P3",0,0,17,4,"NotAge"
"5547","MED29",0,0,26,6,"NotAge"
"5548","MED30",0,0,7,3,"NotAge"
"5549","MED4",0,0,22,5,"NotAge"
"5550","MED4-AS1",0,0,10,3,"NotAge"
"5551","MED6P1",0,0,21,5,"NotAge"
"5552","MEG9",0,0,19,7,"NotAge"
"5553","MEGF11",0,0,30,8,"NotAge"
"5554","MEGF8",0,0,5,3,"NotAge"
"5555","MEIS1-AS3",0,0,27,5,"NotAge"
"5556","MEIS3",0,0,8,3,"NotAge"
"5557","MELTF-AS1",0,0,8,3,"NotAge"
"5558","MEMO1",0,0,30,5,"NotAge"
"5559","MEMO1P1",0,0,3,1,"NotAge"
"5560","MEN1",0,0,18,5,"NotAge"
"5561","MEPCE",0,0,18,5,"NotAge"
"5562","MET",0,0,1,1,"NotAge"
"5563","METAP1",0,0,21,5,"NotAge"
"5564","METAP2",0,0,3,2,"NotAge"
"5565","METTL14",0,0,8,3,"NotAge"
"5566","METTL16",0,0,15,4,"NotAge"
"5567","METTL17",0,0,26,5,"NotAge"
"5568","METTL21A",0,0,16,5,"NotAge"
"5569","METTL22",0,0,17,5,"NotAge"
"5570","METTL26",0,0,14,4,"NotAge"
"5571","METTL2B",0,0,4,1,"NotAge"
"5572","METTL3",0,0,17,5,"NotAge"
"5573","METTL5",0,0,1,1,"NotAge"
"5574","METTL8",0,0,11,4,"NotAge"
"5575","MFF",0,0,31,6,"NotAge"
"5576","MFN1",0,0,5,1,"NotAge"
"5577","MFSD1",0,0,10,4,"NotAge"
"5578","MFSD10",0,0,2,2,"NotAge"
"5579","MFSD12",0,0,3,3,"NotAge"
"5580","MFSD14A",0,0,16,4,"NotAge"
"5581","MFSD4A",0,0,30,8,"NotAge"
"5582","MFSD4B",0,0,1,1,"NotAge"
"5583","MFSD6",0,0,1,1,"NotAge"
"5584","MGA",0,0,15,5,"NotAge"
"5585","MGAT1",0,0,17,5,"NotAge"
"5586","MGAT2",0,0,9,4,"NotAge"
"5587","MGAT3-AS1",0,0,1,1,"NotAge"
"5588","MGAT4B",0,0,7,3,"NotAge"
"5589","MGAT5B",0,0,30,8,"NotAge"
"5590","MGME1",0,0,1,1,"NotAge"
"5591","MGRN1",0,0,27,5,"NotAge"
"5592","MGST2",0,0,1,1,"NotAge"
"5593","MIA-RAB4B",0,0,13,3,"NotAge"
"5594","MIA2",0,0,30,6,"NotAge"
"5595","MIA3",0,0,19,6,"NotAge"
"5596","MIATNB",0,0,10,4,"NotAge"
"5597","MIB1",0,0,14,5,"NotAge"
"5598","MICALL1",0,0,2,1,"NotAge"
"5599","MICOS13",0,0,21,5,"NotAge"
"5600","MICU2",0,0,31,5,"NotAge"
"5601","MICU3",0,0,29,8,"NotAge"
"5602","MIDN",0,0,1,1,"NotAge"
"5603","MIEF1",0,0,12,4,"NotAge"
"5604","MIF4GD",0,0,9,3,"NotAge"
"5605","MIGA2",0,0,24,5,"NotAge"
"5606","MIIP",0,0,17,5,"NotAge"
"5607","MINPP1",0,0,1,1,"NotAge"
"5608","MIOS",0,0,18,5,"NotAge"
"5609","MIPEPP1",0,0,8,3,"NotAge"
"5610","MIR1202",0,0,3,1,"NotAge"
"5611","MIR1228",0,0,1,1,"NotAge"
"5612","MIR1231",0,0,5,2,"NotAge"
"5613","MIR1233-1",0,0,4,1,"NotAge"
"5614","MIR1244-2",0,0,16,4,"NotAge"
"5615","MIR1245B",0,0,1,1,"NotAge"
"5616","MIR1251",0,0,4,2,"NotAge"
"5617","MIR1260A",0,0,30,8,"NotAge"
"5618","MIR1268A",0,0,7,3,"NotAge"
"5619","MIR1279",0,0,2,2,"NotAge"
"5620","MIR1283-1",0,0,3,1,"NotAge"
"5621","MIR1288",0,0,30,8,"NotAge"
"5622","MIR1302-9HG",0,0,4,1,"NotAge"
"5623","MIR1303",0,0,2,1,"NotAge"
"5624","MIR1305",0,0,30,8,"NotAge"
"5625","MIR138-1",0,0,2,1,"NotAge"
"5626","MIR1468",0,0,8,4,"NotAge"
"5627","MIR1471",0,0,26,8,"NotAge"
"5628","MIR1538",0,0,16,6,"NotAge"
"5629","MIR1912",0,0,2,1,"NotAge"
"5630","MIR194-1",0,0,4,2,"NotAge"
"5631","MIR211",0,0,1,1,"NotAge"
"5632","MIR217HG",0,0,1,1,"NotAge"
"5633","MIR28",0,0,2,1,"NotAge"
"5634","MIR302CHG",0,0,1,1,"NotAge"
"5635","MIR320B1",0,0,1,1,"NotAge"
"5636","MIR320E",0,0,1,1,"NotAge"
"5637","MIR3591",0,0,3,2,"NotAge"
"5638","MIR3659HG",0,0,3,1,"NotAge"
"5639","MIR365A",0,0,3,1,"NotAge"
"5640","MIR3661",0,0,2,1,"NotAge"
"5641","MIR4678",0,0,3,2,"NotAge"
"5642","MIR495",0,0,2,1,"NotAge"
"5643","MIR497HG",0,0,9,3,"NotAge"
"5644","MIR509-3",0,0,1,1,"NotAge"
"5645","MIR511",0,0,1,1,"NotAge"
"5646","MIR526A1",0,0,1,1,"NotAge"
"5647","MIR548F5",0,0,6,3,"NotAge"
"5648","MIR548H1",0,0,2,1,"NotAge"
"5649","MIR548K",0,0,17,7,"NotAge"
"5650","MIR548O",0,0,31,8,"NotAge"
"5651","MIR603",0,0,3,1,"NotAge"
"5652","MIR6080",0,0,6,3,"NotAge"
"5653","MIR618",0,0,1,1,"NotAge"
"5654","MIR663AHG",0,0,25,6,"NotAge"
"5655","MIR6722",0,0,3,2,"NotAge"
"5656","MIR6747",0,0,9,3,"NotAge"
"5657","MIR762HG",0,0,30,5,"NotAge"
"5658","MIR8083",0,0,1,1,"NotAge"
"5659","MIR889",0,0,6,3,"NotAge"
"5660","MIR891B",0,0,6,2,"NotAge"
"5661","MIR933",0,0,29,8,"NotAge"
"5662","MIS12",0,0,11,4,"NotAge"
"5663","MIS18BP1",0,0,15,5,"NotAge"
"5664","MISP",0,0,11,5,"NotAge"
"5665","MIX23",0,0,10,4,"NotAge"
"5666","MKLN1",0,0,4,3,"NotAge"
"5667","MKNK1",0,0,12,4,"NotAge"
"5668","MKNK1-AS1",0,0,9,4,"NotAge"
"5669","MKRN7P",0,0,14,4,"NotAge"
"5670","MLANA",0,0,19,7,"NotAge"
"5671","MLEC",0,0,9,5,"NotAge"
"5672","MLF2",0,0,11,4,"NotAge"
"5673","MLIP",0,0,4,1,"NotAge"
"5674","MLKL",0,0,3,2,"NotAge"
"5675","MLLT1",0,0,16,4,"NotAge"
"5676","MLLT10",0,0,15,4,"NotAge"
"5677","MLLT6",0,0,17,4,"NotAge"
"5678","MLPH",0,0,19,7,"NotAge"
"5679","MLST8",0,0,14,4,"NotAge"
"5680","MLX",0,0,18,5,"NotAge"
"5681","MLXIP",0,0,23,5,"NotAge"
"5682","MLXIPL",0,0,8,3,"NotAge"
"5683","MMADHC",0,0,2,1,"NotAge"
"5684","MMADHC-DT",0,0,3,1,"NotAge"
"5685","MMD2",0,0,29,8,"NotAge"
"5686","MMGT1",0,0,25,4,"NotAge"
"5687","MMP24",0,0,5,3,"NotAge"
"5688","MMP24OS",0,0,15,4,"NotAge"
"5689","MMS19",0,0,20,5,"NotAge"
"5690","MNT",0,0,13,5,"NotAge"
"5691","MOAP1",0,0,1,1,"NotAge"
"5692","MOB1A",0,0,21,5,"NotAge"
"5693","MOB4",0,0,7,3,"NotAge"
"5694","MOBP",0,0,31,8,"NotAge"
"5695","MOCS1",0,0,10,4,"NotAge"
"5696","ModAge",0,0,34,6,"NotAge"
"5697","MOGAT2",0,0,17,7,"NotAge"
"5698","MOGAT3",0,0,17,7,"NotAge"
"5699","MOGS",0,0,24,5,"NotAge"
"5700","MON1B",0,0,32,5,"NotAge"
"5701","MON2",0,0,15,6,"NotAge"
"5702","MORC2",0,0,11,4,"NotAge"
"5703","MORF4L1P4",0,0,30,8,"NotAge"
"5704","MORN5",0,0,1,1,"NotAge"
"5705","MPC1",0,0,4,3,"NotAge"
"5706","MPC2",0,0,1,1,"NotAge"
"5707","MPDU1",0,0,18,5,"NotAge"
"5708","MPG",0,0,13,4,"NotAge"
"5709","MPHOSPH10",0,0,16,5,"NotAge"
"5710","MPHOSPH9",0,0,15,4,"NotAge"
"5711","MPLKIP",0,0,12,4,"NotAge"
"5712","MPND",0,0,12,3,"NotAge"
"5713","MPP2",0,0,31,8,"NotAge"
"5714","MPPE1",0,0,27,6,"NotAge"
"5715","MPRIP",0,0,8,4,"NotAge"
"5716","MPRIP-AS1",0,0,19,7,"NotAge"
"5717","MPST",0,0,14,4,"NotAge"
"5718","MPV17",0,0,23,5,"NotAge"
"5719","MR1",0,0,13,6,"NotAge"
"5720","MRAP2",0,0,21,6,"NotAge"
"5721","MRGBP",0,0,5,2,"NotAge"
"5722","MRGPRF",0,0,9,3,"NotAge"
