Homo sapiens,Caenorhabditis elegans,Relations,ID
1553,185653,n:m,
1553,183602,n:m,
1553,178704,n:m,
1553,181848,n:m,
1553,187209,n:m,
1553,182888,n:m,
1553,188399,n:m,
1553,187025,n:m,
1553,187183,n:m,
1553,187573,n:m,
1572,185653,n:m,
1572,183602,n:m,
1572,178704,n:m,
1572,181848,n:m,
1572,187209,n:m,
1572,182888,n:m,
1572,188399,n:m,
1572,187025,n:m,
1572,187183,n:m,
1572,187573,n:m,
90324,179891,01:01,
HUMAN15599,176716,n:1,953421
80776,189676,01:01,825495
56915,174634,01:01,
HUMAN15608,176716,n:1,
6223,172805,01:01,914838
HUMAN15637,179796,n:1,712684
2931,173149,n:1,595039
284339,182623,01:01,822634
HUMAN15691,177783,01:01,727914
3783,183736,01:01,
23624,180419,01:01,838397
10452,174431,n:1,903815
1209,174620,1:m,916850
1209,180976,1:m,
11129,179705,01:01,594586
2068,CAEEL06639,01:01,818947
7408,190098,n:1,
24139,180358,n:1,596935
6633,179639,01:01,837749
1762,179410,n:1,
8189,182490,01:01,955757
5536,180263,01:01,915380
805,178614,n:1,593697
HUMAN15858,180121,n:1,
29888,179445,n:1,
1175,184091,01:01,932981
2909,178348,n:1,
4861,172788,01:01,
10055,CAEEL15279,01:01,702203
27113,177901,01:01,
9704,177135,01:01,938770
6543,178918,n:1,
8775,179193,n:1,
29997,180246,01:01,
3978,179502,01:01,808167
23546,180995,n:1,
83743,175701,01:01,537037
3770,191695,n:1,
HUMAN15928,176140,n:1,916782
HUMAN15937,178342,01:01,960173
770,174218,n:m,
770,CAEEL07538,n:m,704808
4924,181230,n:1,
2997,174924,n:1,955562
10856,177458,01:01,957904
3743,174536,n:1,
64130,175089,n:1,
8541,181255,n:1,
3270,177394,01:01,
8463,174005,n:1,
57030,176291,n:1,
HUMAN16018,175455,01:01,
6205,178083,01:01,955492
51070,177526,01:01,900071
6237,174875,n:1,
3276,180326,n:1,
126129,174912,n:1,
160,181163,n:1,537126
11284,177681,01:01,540188
79784,180581,n:1,
9476,180947,n:1,
5424,179652,01:01,838166
126119,259492,n:1,752402
554235,13189316,01:01,923607
93650,188466,n:m,
93650,176030,n:m,
90353,176826,01:01,909616
2109,171800,01:01,818849
5518,175750,n:1,
91664,3565634,01:01,
26121,172146,01:01,882950
HUMAN16276,176614,01:01,
79165,CAEEL00102,01:01,
79143,181252,01:01,570970
6203,174699,01:01,925608
57348,181328,n:1,
114823,175829,01:01,
54869,178411,n:1,951470
7138,178679,n:m,
7138,180914,n:m,
7138,CAEEL19287,n:m,
7137,177295,n:m,
7137,181124,n:m,
7137,181329,n:m,
HUMAN16346,181471,n:1,595888
6158,179739,01:01,
163033,190310,01:01,
11338,175270,01:01,593960
29924,181577,n:1,
57663,172925,1:m,
57663,179586,1:m,
6795,172268,n:1,
6399,180478,n:1,
HUMAN16533,178012,01:01,958166
27243,174908,01:01,861119
52,177055,01:01,584949
54221,181029,n:1,
7837,191484,n:m,
7837,181288,n:m,
7260,190778,01:01,537040
55256,173403,1:m,
55256,181393,1:m,
246243,3565940,01:01,886609
6201,172901,01:01,
129642,CAEEL11648,n:m,
129642,180824,n:m,
51692,178285,01:01,943560
6241,175525,n:1,939223
4953,179079,n:1,891488
79954,177538,01:01,
10130,180974,01:01,859533
9475,172088,n:1,
23175,179853,n:1,
1653,176913,01:01,822320
81553,174234,n:1,779099
79677,174776,1:m,593764
79677,181384,1:m,
3790,179003,n:m,
3790,185719,n:m,
3790,183120,n:m,552855
3790,183753,n:m,
57539,183817,01:01,537306
HUMAN16665,172522,1:m,
HUMAN16665,184342,1:m,919154
2281,173160,n:1,
51639,173394,01:01,
50618,178491,n:1,
391356,6418689,01:01,793702
22979,174042,n:1,
1838,171715,n:1,
10890,266836,01:01,564955
3030,172310,1:m,954547
3030,180037,1:m,
3032,176216,01:01,949336
85465,172097,01:01,730726
3777,173613,n:1,
54978,174022,01:01,
22924,3565059,n:1,
84696,180309,n:m,
84696,180450,n:m,
10113,172641,01:01,
8884,178127,n:m,
8884,CAEEL18404,n:m,
285126,180746,01:01,
HUMAN16752,3564939,01:01,
8890,179331,01:01,
9784,184624,n:1,917203
5496,175233,01:01,
26160,181715,01:01,929308
HUMAN16776,175722,01:01,892839
64080,174781,01:01,
5500,179486,01:01,915384
51646,177105,01:01,
253558,CAEEL14280,1:m,954266
253558,179032,1:m,
30845,CAEEL14236,n:1,
7498,178381,01:01,839740
6716,191550,n:m,873338
6716,185670,n:m,
6716,184699,n:m,
HUMAN16819,179163,01:01,
84272,180305,01:01,536570
55622,176055,01:01,
25780,179344,n:1,
25940,177564,n:1,
51232,179439,01:01,595831
9637,180014,n:1,903455
6801,179445,n:1,
54497,179109,n:1,902922
HUMAN16845,179679,01:01,937161
10153,179947,01:01,536409
55471,259527,01:01,844838
23683,180121,n:1,
25797,179482,01:01,
151393,179391,01:01,
64225,177059,n:1,
92906,3565706,n:1,
130589,4363084,1:m,
130589,4363084,1:m,837554
6432,177566,01:01,
6654,178846,n:1,
8491,179072,n:1,
6546,178918,n:1,
728819,176819,1:m,848047
728819,176819,1:m,
51626,184080,01:01,917022
5495,179469,n:1,594603
6519,175125,01:01,796804
10736,178919,n:1,
55133,172040,01:01,593539
5581,179649,01:01,594242
90423,177442,n:1,
9419,3896719,01:01,
90411,179610,01:01,
57217,175332,n:1,916822
HUMAN16941,178614,n:1,
4436,171938,01:01,959209
56660,179699,n:1,
2956,171914,01:01,959208
80204,179045,01:01,595023
129285,178556,01:01,939335
3973,179381,n:1,
2492,179381,n:1,597538
9378,179503,n:1,
27248,173298,01:01,878572
23198,179726,01:01,959635
HUMAN16986,179077,n:1,
6233,175413,01:01,845617
4528,179374,01:01,594043
57223,179243,n:1,557093
87178,175269,01:01,961898
64895,174513,n:m,
64895,174816,n:m,
64895,179458,n:m,724291
5194,174192,01:01,888500
7514,179160,01:01,536950
10575,174330,01:01,584364
4190,179041,01:01,936149
HUMAN17041,176814,01:01,928928
51542,179473,01:01,
57162,178959,n:1,
5861,178620,01:01,564952
10097,179440,01:01,550398
56902,174534,01:01,949494
HUMAN17067,179572,01:01,593729
27302,179068,01:01,
2673,174778,n:m,745227
2673,178067,n:m,
27247,CAEEL11459,01:01,840696
307,176446,n:1,
64395,190457,01:01,
11017,172652,01:01,594314
7072,173967,n:m,
7072,174909,n:m,
6637,171834,01:01,
119,180760,n:1,
84693,172514,01:01,924857
10199,176646,01:01,594014
8291,172659,n:1,
23233,181131,n:1,960229
94097,174303,01:01,958308
10574,178670,01:01,584368
51002,177293,01:01,
388962,173306,01:01,
1639,177987,01:01,
84058,185504,01:01,
7841,177998,01:01,
116540,3565796,01:01,
550,176127,01:01,752180
6869,192055,n:m,
6869,183595,n:m,
6936,172662,n:1,
130120,189689,n:m,
130120,183775,n:m,601333
5968,189689,n:m,
5968,183775,n:m,
5967,189689,n:m,
5967,183775,n:m,
1496,179624,n:1,917595
8802,175252,1:m,
8802,181570,1:m,
129293,181571,n:1,
HUMAN17219,180776,01:01,
822,179328,01:01,
4144,177354,n:m,
4144,177355,n:m,953280
4144,177389,n:m,
4144,181370,n:m,
8673,178349,01:01,
10713,173606,01:01,555913
25885,175015,01:01,956666
10989,180566,01:01,596011
100526767,173863,01:01,
64795,180548,01:01,
150572,172949,01:01,
9451,181334,01:01,
22934,175995,01:01,951754
64969,179721,01:01,903403
9391,173152,01:01,593990
23020,174901,01:01,909288
HUMAN17365,172659,n:1,
81562,180423,n:1,
26505,178499,01:01,
1329,172832,01:01,
10120,175162,n:1,
HUMAN17388,176297,n:1,
493753,173157,01:01,902330
25972,176443,01:01,886055
51601,183473,01:01,774916
129531,176587,01:01,872151
10190,182257,01:01,935614
9669,175353,01:01,593813
6160,173235,01:01,
11138,178316,n:1,
HUMAN17431,181248,n:1,
6549,186511,1:m,
6549,178126,1:m,
64965,184267,01:01,923085
8440,180690,n:1,293704
80146,177631,01:01,593749
60482,178274,01:01,926620
3987,180827,n:1,596628
151011,179976,n:1,
100288695,180827,n:1,
4867,174643,01:01,
100288695,180827,n:1,
84910,180699,01:01,588461
84172,172752,01:01,959351
6574,177512,n:m,
6574,179104,n:m,
6574,CAEEL15031,n:m,
284958,CAEEL18434,n:1,
80255,172075,01:01,857769
10096,171857,n:1,550399
8886,172954,01:01,593711
1622,172071,01:01,
6344,191374,01:01,
5775,175463,n:1,291829
79134,178473,n:1,882129
5899,175433,n:1,
23332,176064,n:m,
23332,176280,n:m,873722
23332,176298,n:m,
129684,178167,n:1,
274,177797,01:01,
2071,176584,01:01,952847
55679,180827,n:1,
5433,174208,01:01,851259
56886,181007,n:1,742995
9394,189586,01:01,923638
84084,176275,n:1,
92856,178207,01:01,940802
150786,176275,n:1,
113457,175419,n:1,
4249,172360,n:1,
130013,175280,01:01,569199
22930,181595,01:01,
23190,176187,01:01,
4175,176385,01:01,860077
1615,176334,01:01,913143
339745,176422,n:1,
8942,180883,01:01,901231
3800,176179,n:1,
26225,176392,n:1,
785,171933,n:1,815092
10254,172264,n:1,
114793,175346,n:1,597572
55660,176343,n:1,
114805,175558,01:01,
2820,172509,01:01,942581
151531,176077,n:1,
10213,173744,1:m,950923
10213,185404,1:m,
57282,172613,n:1,
1803,180042,n:m,
1803,181579,n:m,
2191,180042,n:m,861653
2191,181579,n:m,
64135,177425,n:1,
79809,175855,n:1,594265
8708,3565831,01:01,
27347,190400,n:1,595276
253782,177660,n:m,
253782,180743,n:m,
115677,183279,01:01,925112
8647,172262,n:m,
8647,178215,n:m,
8647,180165,n:m,
10170,172183,n:m,
10170,178983,n:m,
10170,179590,n:m,
10170,186315,n:m,
4036,172520,01:01,599050
HUMAN17832,187516,01:01,924977
6741,172070,01:01,
HUMAN17846,175637,01:01,929347
130507,CAEEL04188,01:01,
2571,176713,n:1,910182
79828,4363033,n:1,
1781,177440,n:1,925865
8604,175242,n:1,769025
8520,176458,01:01,899496
HUMAN17875,176296,n:1,949123
5163,176226,n:1,
11069,176432,n:1,
HUMAN17882,173205,01:01,957444
9541,172225,01:01,596616
1123,175268,n:1,598973
10651,176087,01:01,927023
220988,177101,n:1,
8540,175192,01:01,940825
150737,172122,n:1,
92104,172122,n:1,
91404,172558,01:01,843058
57703,174689,01:01,594215
54431,173065,01:01,859572
10787,178191,n:1,776001
142679,190277,01:01,
55854,172538,01:01,923626
3685,176240,n:1,
30061,171773,01:01,825477
54529,178154,01:01,
64172,180015,01:01,
54842,176073,01:01,596798
2744,172547,n:m,
2744,174282,n:m,
9330,179419,01:01,919377
23451,175549,01:01,574991
3329,175316,01:01,584363
3336,175315,01:01,953393
100529241,176158,01:01,868649
92935,173312,01:01,947865
5334,187273,n:1,
HUMAN18055,174132,01:01,593773
8324,172856,n:1,
51602,171901,01:01,
130026,191757,01:01,
55759,172226,01:01,
10152,175789,n:1,595365
4719,178735,01:01,833518
1933,176120,01:01,
130749,171921,n:1,
151195,176188,n:1,
7855,178768,n:1,852862
3417,177775,01:01,936829
200576,181428,01:01,775963
285175,180374,01:01,942232
6120,176043,n:1,956933
4632,175768,n:m,
4632,176796,n:m,
4632,186979,n:m,
2066,174462,n:1,
HUMAN18162,180756,n:1,
580,175959,01:01,
471,177576,01:01,819020
7520,CAEEL07353,01:01,787291
6168,175070,01:01,951378
10109,175247,01:01,816693
14,176680,01:01,
64114,179361,n:m,
64114,179362,n:m,
6556,177044,n:m,
6556,191766,n:m,
6556,180939,n:m,828923
HUMAN18215,181944,01:01,778289
9125,CAEEL07496,01:01,773757
84812,177525,n:1,
617,174372,01:01,593678
53632,189836,01:01,
10058,176540,01:01,594896
79065,178561,01:01,
55139,176141,01:01,
79411,188583,n:1,
7277,175419,n:1,
23549,175822,01:01,938200
HUMAN18275,172033,01:01,593808
HUMAN18277,189051,n:m,
HUMAN18277,182852,n:m,
79586,176231,n:1,
2043,CAEEL04156,n:1,
10056,174351,01:01,914444
116255,175417,n:m,
116255,189077,n:m,
116255,179314,n:m,
116255,180160,n:m,553460
2181,176005,n:m,593745
2181,180859,n:m,
57590,174475,n:1,931131
5270,CAEEL14770,n:1,
8452,178547,01:01,539578
80704,179544,n:1,
51719,174527,n:1,
5707,175877,01:01,960436
93010,183562,01:01,
10316,183574,01:01,
5147,191741,01:01,929708
129563,175748,01:01,594912
9470,180464,01:01,933368
55054,CAEEL18703,01:01,
8527,177667,n:1,860860
54576,172085,n:m,
54576,182508,n:m,
54576,175591,n:m,
54576,187129,n:m,
54576,188885,n:m,
54576,178744,n:m,
54576,185500,n:m,
54576,178905,n:m,
54576,179446,n:m,
54576,181413,n:m,
54575,172085,n:m,
54575,182508,n:m,
54575,175591,n:m,
54575,187129,n:m,
54575,188885,n:m,
54575,178744,n:m,
54575,185500,n:m,
54575,178905,n:m,
54575,179446,n:m,
54575,181413,n:m,
54600,172085,n:m,
54600,182508,n:m,
54600,175591,n:m,
54600,187129,n:m,
54600,188885,n:m,
54600,178744,n:m,
54600,185500,n:m,
54600,178905,n:m,
54600,179446,n:m,
54600,181413,n:m,
54577,172085,n:m,
54577,182508,n:m,
54577,175591,n:m,
54577,187129,n:m,
54577,188885,n:m,
54577,178744,n:m,
54577,185500,n:m,
54577,178905,n:m,
54577,179446,n:m,
54577,181413,n:m,
54578,172085,n:m,
54578,182508,n:m,
54578,175591,n:m,
54578,187129,n:m,
54578,188885,n:m,
54578,178744,n:m,
54578,185500,n:m,
54578,178905,n:m,
54578,179446,n:m,
54578,181413,n:m,
54579,172085,n:m,
54579,182508,n:m,
54579,175591,n:m,
54579,187129,n:m,
54579,188885,n:m,
54579,178744,n:m,
54579,185500,n:m,
54579,178905,n:m,
54579,179446,n:m,
54579,181413,n:m,
54657,172085,n:m,
54657,182508,n:m,
54657,175591,n:m,
54657,187129,n:m,
54657,188885,n:m,
54657,178744,n:m,
54657,185500,n:m,
54657,178905,n:m,
54657,179446,n:m,
54657,181413,n:m,
54659,178330,01:01,
54658,172085,n:m,
54658,182508,n:m,
54658,175591,n:m,
54658,187129,n:m,
54658,188885,n:m,
54658,178744,n:m,
54658,185500,n:m,
54658,178905,n:m,
54658,179446,n:m,
54658,181413,n:m,
HUMAN18420,24104280,n:1,
116987,176490,n:1,730853
140739,173072,01:01,
HUMAN18455,CAEEL04625,01:01,901232
80895,185220,01:01,594762
26146,180421,01:01,594889
547,174144,n:1,
189,174414,01:01,949639
5510,174266,01:01,
3069,174543,01:01,952648
10494,182148,n:1,
HUMAN18533,181420,01:01,
23192,190777,n:1,
1841,174553,01:01,
84289,178470,n:1,
728294,174764,01:01,940823
128637,175139,01:01,915268
1457,172978,n:1,593798
113278,3896860,n:m,
113278,178842,n:m,886537
642636,173808,n:m,
642636,CAEEL19208,n:m,
2280,173160,n:1,
6628,172494,1:m,
6628,172495,1:m,
10528,179442,01:01,882949
3420,181528,01:01,936830
64601,175913,01:01,
3704,175724,01:01,951263
83959,174024,01:01,558172
8455,CAEEL20456,n:1,933100
54498,CAEEL17996,01:01,
9962,187811,n:m,
9962,177296,n:m,
9962,188241,n:m,
9962,188243,n:m,
9962,183708,n:m,827029
5111,177161,01:01,943299
8760,3565046,n:1,
56261,174296,01:01,
1114,179910,01:01,
51605,259389,01:01,953357
55612,179972,n:1,
54363,179241,01:01,901912
5332,178537,01:01,
57144,179527,n:1,
6616,179427,n:1,
55304,266646,n:1,
79133,175064,01:01,740757
6629,177181,n:m,
6629,177182,n:m,
5126,179412,01:01,594520
27131,190399,n:1,
10621,172081,01:01,919509
10483,180317,n:1,
92675,188555,01:01,
51126,190814,01:01,948291
51340,178979,01:01,593641
22803,175071,01:01,827648
29107,171866,n:1,
63908,179193,n:1,960739
57136,175112,1:m,847020
57136,178141,1:m,
57136,182407,1:m,
955,179395,n:1,
5834,178777,n:1,
26090,179172,n:1,
9837,187885,01:01,932017
84701,173237,n:1,
164395,3564837,01:01,536132
9777,172739,01:01,576480
23509,180607,01:01,926483
22919,3565059,n:1,596472
51654,175841,01:01,940989
6640,266844,n:1,
11264,184650,01:01,840298
128866,174091,n:m,
128866,CAEEL14681,n:m,
191,172408,01:01,957170
84557,177989,n:1,878496
128869,172565,01:01,593772
55902,175500,01:01,593563
2937,174493,01:01,951226
57644,172471,n:m,
57644,259839,n:m,
57644,179190,n:m,
57644,179676,n:m,596355
57644,181404,n:m,
3692,173169,01:01,936415
HUMAN18913,181652,01:01,791333
10137,172878,01:01,
9054,172979,01:01,901228
140823,174968,01:01,
9584,176922,n:1,593918
25980,184284,01:01,725065
10398,175440,n:1,594108
55969,185741,01:01,925064
57446,173217,n:1,
5933,172249,n:1,
6714,171722,n:m,595699
6714,173296,n:m,
10904,171724,01:01,871180
HUMAN18973,172214,01:01,896410
58490,176162,n:1,
HUMAN18986,177907,n:m,
HUMAN18986,259726,n:m,
3929,177907,n:m,575215
3929,259726,n:m,
57148,3564922,01:01,717216
140679,176431,01:01,594306
60625,175308,01:01,938763
7150,266847,n:1,899445
64900,179853,n:1,831386
6431,174748,n:1,
HUMAN19014,181697,n:1,594923
51098,179631,01:01,929789
128486,3565961,01:01,928668
140902,191308,01:01,
3172,171884,n:m,
3172,172840,n:m,885664
10955,179093,n:m,819459
10955,179964,n:m,
7529,178113,n:m,
7529,181348,n:m,
HUMAN19044,172920,n:m,
HUMAN19044,181473,n:m,
6789,180708,n:1,
3787,179003,n:m,
3787,185719,n:m,
3787,183120,n:m,
3787,183753,n:m,552836
90196,171969,01:01,948798
51604,179519,01:01,960732
116092,176303,01:01,937733
10005,178878,1:m,948966
10005,180429,1:m,
HUMAN19099,173818,1:m,
HUMAN19099,174057,1:m,
51006,171918,01:01,857777
63916,172890,n:1,
64849,187898,n:m,
64849,176429,n:m,
64849,181585,n:m,
112858,13192290,01:01,937084
55959,180619,n:1,833896
10564,173231,n:1,
1434,171621,01:01,961029
9334,174754,01:01,
23315,189474,01:01,
7335,173347,n:1,
387521,173080,01:01,
5770,189901,01:01,
84612,173137,n:1,941145
HUMAN19162,176874,01:01,530431
27304,177607,01:01,702201
10079,172748,n:m,
10079,178754,n:m,
HUMAN19178,178045,01:01,536919
6790,172268,n:1,
1477,174378,01:01,594071
51507,173206,01:01,941669
HUMAN19189,172446,n:m,
HUMAN19189,172447,n:m,
HUMAN19189,173108,n:m,
HUMAN19189,173109,n:m,
HUMAN19189,173114,n:m,
HUMAN19189,174679,n:m,
23626,191771,01:01,949809
HUMAN19196,172864,01:01,539526
8675,175712,n:1,575448
HUMAN19216,175712,n:1,
79716,176185,01:01,
2778,171687,n:1,950687
1522,171829,01:01,823343
51012,173040,n:1,841692
149986,173158,n:1,
5688,172679,n:1,530168
26164,173192,01:01,961532
9885,180003,01:01,575030
11047,3565888,01:01,939625
3911,177956,n:1,
6227,176011,01:01,893602
28231,190573,1:m,
28231,180528,1:m,
63910,175106,01:01,593767
1917,175975,n:m,593904
1917,175975,n:m,
10139,171878,01:01,
84619,177568,01:01,905011
54963,178181,01:01,959659
24148,180180,01:01,593652
6919,174450,n:1,
102724159,172224,n:1,
102724594,178489,n:1,
1409,176471,n:m,
1409,178660,n:m,
1409,179287,n:m,
1409,179287,n:m,
6782,174368,01:01,596532
4685,180418,n:1,
351,180783,n:1,
9510,180675,n:1,
29104,173575,01:01,
10694,176928,01:01,584365
2897,174258,n:1,
337972,178804,n:1,
337975,13215861,01:01,
728299,178804,n:1,
6647,173776,1:m,
6647,174141,1:m,
57466,172064,01:01,595545
8867,178284,n:1,537430
94104,172662,n:1,
757,171806,n:1,717204
2618,180935,01:01,
29980,173431,01:01,
6453,178491,n:1,
539,172195,01:01,
1827,175788,n:1,
54093,171705,01:01,
9980,173156,n:1,
8208,171747,01:01,594196
3772,180944,01:01,
10317,266924,n:1,
102724594,178489,n:1,595821
1409,176471,n:m,
1409,178660,n:m,
1409,179287,n:m,
1409,179287,n:m,
8566,172101,01:01,
8568,177853,01:01,707395
5822,172224,n:1,879791
5211,180583,n:1,
386677,187406,n:m,
386677,190671,n:m,
386677,190672,n:m,
386677,190869,n:m,
386677,190870,n:m,
386677,190871,n:m,
386677,190869,n:m,
386677,187728,n:m,
386677,182136,n:m,
386677,178903,n:m,
386677,181800,n:m,
386677,181801,n:m,
386677,188802,n:m,
386677,185248,n:m,
386679,CAEEL20852,n:1,
386682,CAEEL20852,n:1,
386672,187406,n:m,
386672,190671,n:m,
386672,190672,n:m,
386672,190869,n:m,
386672,190870,n:m,
386672,190871,n:m,
386672,190869,n:m,
386672,187728,n:m,
386672,182136,n:m,
386672,178903,n:m,
386672,181800,n:m,
386672,181801,n:m,
386672,188802,n:m,
386672,185248,n:m,
386680,CAEEL20852,n:1,
HUMAN19610,187406,n:m,
HUMAN19610,190671,n:m,647168
HUMAN19610,190672,n:m,
HUMAN19610,190869,n:m,
HUMAN19610,190870,n:m,
HUMAN19610,190871,n:m,
HUMAN19610,190869,n:m,
HUMAN19610,187728,n:m,
HUMAN19610,182136,n:m,
HUMAN19610,178903,n:m,
HUMAN19610,181800,n:m,
HUMAN19610,181801,n:m,
HUMAN19610,188802,n:m,
HUMAN19610,185248,n:m,
386675,187406,n:m,
386675,190671,n:m,
386675,190672,n:m,
386675,190869,n:m,
386675,190870,n:m,
386675,190871,n:m,
386675,190869,n:m,
386675,187728,n:m,
386675,182136,n:m,
386675,178903,n:m,
386675,181800,n:m,
386675,181801,n:m,
386675,188802,n:m,
386675,185248,n:m,
386676,CAEEL20852,n:1,
353333,CAEEL20852,n:1,612388
386678,187406,n:m,
386678,190671,n:m,
386678,190672,n:m,
386678,190869,n:m,
386678,190870,n:m,
386678,190871,n:m,
386678,190869,n:m,
386678,187728,n:m,
386678,182136,n:m,
386678,178903,n:m,607322
386678,181800,n:m,
386678,181801,n:m,
386678,188802,n:m,
386678,185248,n:m,
386685,CAEEL20852,n:1,
7327,173228,01:01,593687
754,259632,01:01,
104,176022,01:01,910940
23275,259529,01:01,952107
1291,172361,01:01,
23181,3565539,n:1,
27440,186796,01:01,934245
83733,177518,n:m,
83733,181596,n:m,
529,177442,n:1,870632
HUMAN19700,172831,1:m,
HUMAN19700,173167,1:m,956361
HUMAN19700,185538,1:m,
5625,178350,n:1,
8220,176200,01:01,
23617,182017,n:1,
6576,176398,01:01,
8218,176434,n:1,
7290,175709,01:01,593952
64976,175174,01:01,854158
8318,175481,01:01,
HUMAN19730,173233,n:1,
10587,176259,01:01,845304
128989,179780,1:m,
128989,190742,1:m,
27037,186775,n:1,942032
5297,176653,01:01,707037
1399,176968,n:1,
150209,179196,01:01,845295
6545,184903,01:01,
HUMAN19781,171619,n:m,
HUMAN19781,CAEEL14963,n:m,
7332,175985,n:1,
23753,172010,n:1,
23759,174674,01:01,902817
29799,175512,n:1,
5594,175545,01:01,593950
9647,175217,01:01,
8940,174978,01:01,550791
400916,175529,01:01,941323
6598,175571,01:01,926408
4282,176615,01:01,
100037417,179638,01:01,
51733,174040,01:01,806495
6634,178483,01:01,874214
2678,171619,n:m,
2678,CAEEL14963,n:m,
440822,172515,n:m,
440822,CAEEL10528,n:m,
129049,176454,n:1,
157,175223,n:1,595349
24144,174600,01:01,940100
8459,176684,n:1,714340
23760,190268,n:1,896765
11200,180304,1:m,594303
11200,191613,1:m,
150274,187149,01:01,714358
162,175376,n:1,
4744,174560,01:01,
150280,177462,01:01,
10291,173440,01:01,593979
23541,172431,n:m,
23541,173994,n:m,
51537,6418865,01:01,879026
266629,172431,n:m,601994
266629,173994,n:m,
284904,172431,n:m,
284904,173994,n:m,
730005,172431,n:m,
730005,173994,n:m,
23481,176072,01:01,960552
150290,182228,n:1,
23762,176555,n:1,575028
4733,176563,01:01,568938
23761,176027,01:01,
51493,184556,01:01,954427
8224,176987,01:01,596842
9215,187206,n:1,921968
10043,180723,n:1,595490
4174,175552,01:01,860075
4627,180581,n:1,
25828,179434,01:01,859538
8664,176268,01:01,960207
7263,177661,n:m,
7263,177661,n:m,
7263,179617,n:m,
7263,CAEEL16510,n:m,
7263,3565829,n:m,
4357,177661,n:m,
4357,177661,n:m,
4357,179617,n:m,
4357,CAEEL16510,n:m,
4357,3565829,n:m,
6753,187897,n:1,
5880,177111,n:m,
5880,186939,n:m,
27128,176140,n:1,
26088,189194,01:01,
57026,176232,n:m,
57026,178963,n:m,
57026,178964,n:m,
57026,178965,n:m,
HUMAN20131,24104220,01:01,537561
9463,178409,01:01,869427
25829,181565,01:01,886929
3761,191695,n:1,
HUMAN20164,179897,n:1,
56993,173436,01:01,868267
9929,259492,n:1,
9567,178540,01:01,
6122,175501,01:01,960497
9145,180995,n:1,820924
10454,181556,01:01,938554
8911,181045,n:1,
HUMAN20213,172466,01:01,952024
27352,181091,01:01,725505
6767,176794,01:01,594189
63929,187899,01:01,792327
9978,179358,01:01,920824
84844,3564851,01:01,943430
HUMAN20242,176121,01:01,958588
171568,179418,01:01,880711
5372,178364,n:1,
2547,176546,01:01,
HUMAN20252,174645,01:01,
79879,13191724,01:01,879783
6721,176574,n:1,887423
4668,179660,n:1,
1727,188150,01:01,
26286,173927,n:1,595670
11252,181058,n:1,595258
27349,259414,01:01,593535
23170,174480,01:01,536131
758,174416,n:1,
25813,175723,01:01,838408
29780,176848,n:1,
HUMAN20310,174751,n:1,595524
27127,172116,n:1,
HUMAN20328,177788,01:01,597269
55020,190295,1:m,
55020,175084,1:m,751517
55687,178038,01:01,
9620,179788,n:1,595786
64781,172423,01:01,
25771,177845,n:1,
79087,179185,01:01,923072
79174,178267,01:01,
80305,3565269,01:01,917870
5600,191743,n:1,
414918,176945,n:1,
6305,180792,n:1,
55586,183790,01:01,825182
91289,180941,01:01,911243
1375,174912,n:1,
1120,177807,n:m,
1120,180703,n:m,
10752,177078,n:1,
51095,3565786,01:01,
51185,187461,01:01,
57633,184720,n:1,
3708,177546,n:1,595256
55207,178405,n:1,853163
9695,177857,01:01,722675
2917,177327,n:1,
5021,188227,n:m,
5021,184471,n:m,
9901,178079,n:1,
25917,178075,01:01,912741
375323,184971,n:1,
151835,178108,n:m,
151835,178508,n:m,
8536,176989,n:1,593991
10093,175650,n:1,960071
HUMAN20466,175650,n:1,
84522,173335,01:01,914440
55831,178300,01:01,894485
2177,178418,01:01,
55845,178404,01:01,738109
6396,176957,01:01,538170
491,177004,n:m,712704
491,177089,n:m,
6529,191770,01:01,868865
10533,178005,01:01,944666
132001,171836,01:01,913239
5468,181231,01:01,
100129480,CAEEL03075,01:01,904459
23609,176918,n:1,
23066,180125,n:1,
HUMAN20524,174443,01:01,823158
23225,172348,n:1,800203
79885,183226,01:01,895761
131474,191360,01:01,
27258,178303,01:01,885381
7182,CAEEL09572,n:1,
64432,176926,01:01,937542
64145,177603,01:01,831262
23473,175618,01:01,
131965,175507,01:01,918182
85403,172065,n:1,
26061,174758,01:01,960896
285381,186854,01:01,773698
23228,187273,n:1,857393
5868,172755,n:1,
6138,176891,01:01,944692
7155,174825,n:1,959125
55768,173028,01:01,926390
54995,172869,01:01,593547
152110,175760,01:01,
9497,172613,n:1,558171
201595,175886,01:01,810586
23171,176399,n:1,
152189,185084,01:01,
51143,178260,n:1,
131405,172760,01:01,
2720,188583,n:1,929020
643853,181090,01:01,734048
10491,178435,n:1,
25827,3564805,n:1,
23122,176064,n:m,
23122,176280,n:m,
23122,176298,n:m,
10015,176410,01:01,593720
4292,176783,01:01,861799
50853,172089,01:01,
5333,177525,n:1,
9943,190400,n:1,
9942,187700,01:01,712410
57599,175600,01:01,594100
199223,175855,n:1,
3921,175628,01:01,
10289,266853,n:1,
9045,172818,01:01,
1499,173338,n:1,
51099,172888,n:m,
51099,178877,n:m,
51099,183295,n:m,
285343,181152,01:01,949952
285349,181020,01:01,
115560,191363,n:1,
57456,188905,01:01,945082
56992,179049,01:01,
51304,172257,n:1,846167
23016,180369,01:01,932454
23395,172499,01:01,531125
