Homo sapiens,Caenorhabditis elegans,Relations,ID
1571,187025,n:m,
1571,187183,n:m,
1571,187573,n:m,
60626,177048,n:1,
5719,174715,01:01,
3265,178104,n:1,565009
HUMAN03881,178411,n:1,
6888,177202,01:01,916072
79751,177518,n:m,769058
79751,181596,n:m,
6181,172401,1:m,
6181,178297,1:m,942436
5441,171763,01:01,941414
66005,180447,01:01,554080
161,181163,n:1,
54472,172936,01:01,911651
HUMAN03915,181471,n:1,
387266,CAEEL20852,n:1,
1509,181444,01:01,768453
7136,177295,n:m,595573
7136,181124,n:m,
7136,181329,n:m,
7140,178679,n:m,
7140,180914,n:m,
7140,CAEEL19287,n:m,
6150,188274,n:1,538709
7054,173411,01:01,
HUMAN03954,192059,n:1,
3784,191699,01:01,552838
5002,177714,01:01,595408
4676,177636,n:1,
833,171821,01:01,
114879,181495,n:1,
57053,CAEEL07887,n:1,
4928,175852,01:01,
27315,188041,01:01,575563
391,181344,01:01,564979
6240,176301,01:01,816321
887,CAEEL06945,01:01,599055
6609,181323,01:01,
23647,176326,n:1,
3611,175175,01:01,
8642,187783,n:1,597426
63875,171889,01:01,952955
8495,181499,n:1,
8665,174478,n:1,899608
6157,171767,01:01,954963
56674,187840,n:1,931109
23258,174146,n:1,919502
440026,183942,01:01,750337
81846,180792,n:1,
50862,186213,01:01,
9646,176335,01:01,593717
283106,172978,n:1,
HUMAN04189,176848,n:1,731489
HUMAN04190,174005,n:1,
84188,180582,01:01,
22800,174875,n:1,564953
1315,173656,01:01,537125
5682,178943,01:01,530167
6207,175901,01:01,933442
HUMAN04219,181230,n:1,595261
3746,174331,n:m,
3746,191761,n:m,
3746,181269,n:m,
7166,174227,n:1,
2965,176838,01:01,
3939,174798,n:1,
3948,174798,n:1,
7251,182474,01:01,594072
54503,186797,n:m,
54503,181109,n:m,846163
203859,176739,01:01,
57084,176291,n:1,594208
159963,178127,n:m,
159963,CAEEL18404,n:m,
8424,174648,01:01,586829
55327,175089,n:1,862190
744,174416,n:1,
196294,CAEEL09005,01:01,
5954,180769,n:1,597066
10480,177236,01:01,939658
HUMAN04323,174353,n:1,841066
1479,174380,01:01,540426
55226,172182,01:01,956969
847,175085,1:m,780369
847,259738,1:m,
847,175086,1:m,
51074,181218,01:01,932344
6506,180641,01:01,
51144,175895,n:m,
51144,184934,n:m,
51144,182292,n:m,566477
51144,182291,n:m,
51144,184337,n:m,
55343,179342,01:01,857773
120071,187206,n:1,
8525,174068,n:1,
1132,179962,n:1,
392,174751,n:1,
84364,173927,n:1,
29763,181058,n:1,
53,173897,01:01,
10062,178821,01:01,
8567,180420,01:01,945024
91252,181233,01:01,
5702,172238,01:01,593653
5913,CAEEL04739,01:01,595810
10658,173401,n:1,
114971,174381,01:01,898379
23788,174207,n:1,
2346,180386,n:m,849708
2346,183230,n:m,
6749,172250,1:m,
6749,176052,1:m,536967
26519,176580,01:01,847884
219537,173203,01:01,
HUMAN04561,175442,01:01,943682
219541,175378,01:01,931980
51075,175646,01:01,543754
9404,175831,01:01,595684
5007,176555,n:1,
54948,188040,01:01,943056
27339,24104882,01:01,593743
1642,178156,01:01,920109
26007,178730,01:01,930843
51524,3565047,01:01,
51259,13185304,01:01,807205
79869,177710,n:1,
746,179094,01:01,
2237,171917,01:01,960004
9415,177819,n:m,
9415,177820,n:m,772415
3992,177819,n:m,772416
3992,177820,n:m,
3995,177819,n:m,
3995,177820,n:m,
5866,186226,n:1,851411
7439,182063,01:01,
2495,171934,n:m,
2495,179138,n:m,
1937,179522,01:01,927015
256364,180358,n:1,
26229,183560,n:m,
26229,188329,n:m,
26229,CAEEL02461,n:m,
26229,CAEEL02476,n:m,
26229,183771,n:m,
26229,174517,n:m,921414
23193,179364,01:01,
80789,180207,01:01,937602
51035,171804,01:01,
5436,171877,01:01,925447
10482,CAEEL16392,n:1,
6811,179611,01:01,959645
54663,180039,01:01,858868
6520,178504,01:01,
1128,179962,n:1,
283238,181325,n:1,
25923,177059,n:1,
2011,179912,n:1,
HUMAN04794,3565820,n:1,929694
83706,179972,n:1,
2286,191634,01:01,897526
51504,182240,01:01,872727
283234,190137,01:01,
8986,172581,n:1,
116085,181325,n:1,
9379,179503,n:1,595515
10235,179344,n:1,
5837,178777,n:1,
5871,179072,n:1,
55561,179013,n:1,
10938,CAEEL14236,n:1,709567
23130,180949,n:1,709529
402,191632,01:01,853162
29901,178278,01:01,756938
HUMAN04855,180386,n:m,
HUMAN04855,183230,n:m,
7542,178734,01:01,539133
738,172247,01:01,921636
7108,181886,n:1,
2197,179154,01:01,
84447,179612,01:01,915819
740,187809,01:01,716010
23649,176439,01:01,
283130,187658,n:1,769049
57410,179789,01:01,
10534,176479,01:01,557741
10524,179096,01:01,769714
254122,190399,n:1,
1521,181087,n:1,
9092,179140,01:01,922215
84285,179417,01:01,558454
8815,176330,01:01,918518
10992,178542,01:01,
55690,179304,n:1,
64837,178942,01:01,
254263,179801,n:1,
10897,179400,n:1,557450
11041,CAEEL02456,1:m,
11041,183769,1:m,
11041,184865,1:m,
11041,184798,1:m,
11041,3565692,1:m,
65003,181917,01:01,961366
246330,178959,n:1,923930
HUMAN04959,172631,01:01,853936
HUMAN04960,260219,01:01,791387
254359,181606,n:1,
89,179709,n:1,
8722,179240,01:01,823338
6712,179077,n:1,596351
9986,3565253,01:01,738399
156,175223,n:1,
338692,175889,n:1,575358
6199,176554,01:01,595680
57175,176440,n:1,
9049,174092,n:1,
9600,175459,n:1,
2950,24104550,1:m,
2950,176281,1:m,927078
2950,178725,1:m,
2950,189017,1:m,
4723,174696,01:01,882817
254552,173857,01:01,840732
347853,176450,01:01,
4728,176023,01:01,
1119,177807,n:m,
1119,180703,n:m,
1374,174912,n:1,853481
219927,3565999,01:01,
8500,181255,n:1,596205
1717,181886,n:1,773191
55191,177900,01:01,932180
55298,182681,n:1,820916
10809,CAEEL08940,01:01,
5870,181759,n:1,564959
51287,36805044,01:01,
80227,171789,01:01,
51400,181999,01:01,863380
283209,176749,n:1,899139
HUMAN05195,176703,01:01,920528
408,180446,n:1,915659
6188,175879,01:01,593655
80168,175417,n:m,
80168,189077,n:m,
80168,179314,n:m,
80168,180160,n:m,
4647,180539,01:01,575385
5058,180873,n:1,
1207,177730,01:01,588750
282679,3565336,01:01,934907
79053,174542,01:01,
79731,176578,01:01,913141
26011,175953,n:1,
5547,CAEEL08160,01:01,
27314,176476,01:01,564982
1740,180819,n:1,
8726,177657,01:01,
51501,185650,01:01,934734
10873,175079,n:1,
65084,180740,01:01,557014
23682,3565633,n:1,565099
2915,172914,n:1,
10003,180386,n:m,
10003,183230,n:m,
26973,172138,n:1,
120114,CAEEL07368,n:1,
120103,173442,n:m,
120103,259544,n:m,
120103,189698,n:m,
28970,182835,01:01,851849
9440,180325,01:01,
HUMAN05353,179488,01:01,
54851,175656,01:01,597174
143689,172515,n:m,724862
143689,CAEEL10528,n:m,
51503,180069,01:01,593776
10929,173915,n:1,601992
143686,171593,n:1,
143684,172335,n:1,
8898,172148,n:1,
143872,175849,n:1,
79659,172593,01:01,574255
60496,189061,1:m,
60496,180425,1:m,820662
HUMAN05431,175476,01:01,932720
54733,190665,n:1,857793
54734,183941,n:1,565004
8065,179413,01:01,539582
38,174161,01:01,949337
1662,171810,01:01,596211
5962,172174,n:1,594962
5519,175750,n:1,707417
HUMAN05469,174633,01:01,593805
1737,179945,01:01,733951
6392,174692,01:01,867305
83875,173733,n:m,
83875,189959,n:m,
5805,181823,01:01,876771
HUMAN05494,180418,n:1,
HUMAN05501,188499,01:01,
9183,177587,01:01,
4837,175868,n:m,
4837,176217,n:m,
4837,179385,n:m,
25996,179411,01:01,704208
84811,176266,01:01,594230
8882,189162,01:01,950293
HUMAN05532,181756,01:01,
HUMAN05537,181125,n:1,926309
6876,172660,n:m,
6876,173424,n:m,589363
143941,174562,01:01,779133
HUMAN05581,175940,01:01,557504
11181,172371,1:m,
11181,173388,1:m,
11181,179604,1:m,
1656,176061,01:01,593672
6230,177365,01:01,
51399,185357,01:01,282538
HUMAN05598,179932,01:01,
10525,174033,1:m,
10525,181422,1:m,593799
55823,174661,01:01,708265
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,172860,n:m,
3014,179339,n:m,957732
3014,172860,n:m,
1798,190436,01:01,593715
25988,173348,01:01,595475
23365,184419,n:1,824450
2900,174258,n:1,
219899,180700,01:01,947895
3312,178507,01:01,
9638,180014,n:1,
1111,3565921,01:01,
83480,174509,01:01,951088
6734,185438,01:01,593900
55572,178073,01:01,942585
28960,180315,01:01,
334,180783,n:1,
170689,180675,n:1,
50863,181093,n:1,
4978,181093,n:1,
112936,177764,01:01,957153
27034,173466,01:01,911724
27087,183560,n:m,
27087,188329,n:m,
27087,CAEEL02461,n:m,921415
27087,CAEEL02476,n:m,
27087,183771,n:m,
27087,174517,n:m,
81029,177870,n:1,938299
79602,177416,n:1,
HUMAN05793,177513,n:1,597122
2288,180371,n:1,594094
HUMAN05809,174005,n:1,909735
56341,180326,n:1,
3742,174536,n:1,
3736,174536,n:1,552822
3741,174536,n:1,
928,192059,n:1,
6337,189051,n:m,
6337,182852,n:m,
9918,176509,01:01,
2597,174578,1:m,
2597,174603,1:m,956091
2597,180601,1:m,
2597,3565504,1:m,
HUMAN05862,178970,n:m,
HUMAN05862,181421,n:m,
51147,178470,n:1,
8079,174849,01:01,819762
8078,172296,n:1,557529
7167,174844,01:01,923222
2026,174423,n:1,
5777,24104681,n:1,
11331,174034,01:01,593722
10436,176488,01:01,932230
10162,175339,01:01,570967
9746,174006,n:1,
HUMAN05917,174392,01:01,
6515,178634,n:1,
25977,173638,n:1,
255308,171792,n:1,
55110,173073,n:1,891661
HUMAN06029,CAEEL10607,n:1,
653247,CAEEL10607,n:1,
118426,173955,01:01,932027
1027,174261,01:01,
51202,176321,01:01,593583
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,588999
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
55766,172860,n:m,
55766,172860,n:m,
55766,172860,n:m,
55766,172860,n:m,
55766,172860,n:m,
55766,172860,n:m,
55766,172860,n:m,
55766,172860,n:m,
55766,172860,n:m,
55766,172860,n:m,
55766,172860,n:m,
55766,172860,n:m,957738
55766,172860,n:m,
55766,172860,n:m,
55766,172860,n:m,
55766,179339,n:m,
55766,172860,n:m,
397,180721,n:1,
2059,178411,n:1,
51071,173911,01:01,867534
6579,181146,01:01,
79912,182937,01:01,845310
5965,175246,01:01,594427
51026,173819,n:1,
2998,174924,n:1,
3945,174798,n:1,936150
HUMAN06129,188971,01:01,
586,181423,01:01,957922
144363,3565757,01:01,
3845,178104,n:1,
3709,177546,n:1,
55726,176839,01:01,
HUMAN06155,3565572,01:01,936984
23012,180655,n:1,
8496,181499,n:1,890132
60488,180240,01:01,
1663,176457,01:01,818948
160518,174146,n:1,
254013,183284,01:01,803352
636,183417,n:1,
121512,186110,01:01,
10059,177336,01:01,896604
51067,177237,01:01,
84920,172855,n:1,891275
144245,172855,n:1,
144402,178108,n:m,
144402,178508,n:m,
55605,178057,n:1,939549
225,24104835,n:1,593961
114134,175458,1:m,
114134,180205,1:m,
114134,180206,1:m,593871
80070,177850,n:1,595242
83448,179436,01:01,
5756,181711,n:1,769010
81539,174201,01:01,
8909,186864,01:01,
10411,176432,n:1,
5213,180583,n:1,923685
112,178949,n:1,
9416,175818,01:01,593919
HUMAN06319,175801,n:1,
121268,176327,n:1,
55716,176182,n:1,
10376,175419,n:1,
7846,175419,n:1,
84790,175419,n:1,
10445,173133,01:01,
25766,176343,n:1,594888
91010,175346,n:1,
23017,179361,n:m,
23017,179362,n:m,949877
41,CAEEL00598,n:m,
41,182851,n:m,
41,189058,n:m,
41,189033,n:m,
41,184882,n:m,
41,185036,n:m,
41,181468,n:m,
6602,172018,n:m,
6602,176426,n:m,
2819,176399,n:1,894369
91012,177660,n:m,
91012,180743,n:m,824303
57609,3565539,n:1,
4891,177044,n:m,
4891,191766,n:m,
4891,180939,n:m,
9498,172613,n:1,
60673,177040,01:01,813862
3892,180430,n:1,
3891,180430,n:1,
112802,178747,n:1,
3848,178747,n:1,
51350,178747,n:1,
3850,178747,n:1,
8435,181681,n:1,
5204,176013,01:01,931240
60314,179392,01:01,878365
23468,176506,n:m,
23468,181450,n:m,
3178,177101,n:1,
HUMAN06528,174675,n:1,844952
3678,176240,n:1,
3071,178191,n:1,
5153,173200,01:01,
3679,176296,n:1,
2647,CAEEL08733,01:01,795981
5959,172183,n:m,
5959,178983,n:m,567098
5959,179590,n:m,
5959,186315,n:m,
10220,175237,01:01,
HUMAN06578,175432,01:01,536865
4327,178748,01:01,869928
1606,186262,n:1,
5869,172755,n:1,564962
6821,181638,01:01,888087
6231,173342,01:01,
2065,174462,n:1,
5036,177097,01:01,
140465,175768,n:m,
140465,176796,n:m,594006
140465,186979,n:m,
HUMAN06612,175768,n:m,
HUMAN06612,176796,n:m,
HUMAN06612,186979,n:m,
HUMAN06620,4363058,01:01,
1431,176437,01:01,809729
9924,175974,01:01,738073
8914,176652,01:01,946787
27165,172547,n:m,
27165,174282,n:m,921662
506,175716,01:01,810383
10728,175727,01:01,
5557,176358,01:01,943377
8630,172183,n:m,
8630,178983,n:m,
8630,179590,n:m,566647
8630,186315,n:m,
121214,172183,n:m,
121214,178983,n:m,
121214,179590,n:m,
121214,186315,n:m,
8608,172183,n:m,
8608,178983,n:m,
8608,179590,n:m,
8608,186315,n:m,
4141,178089,01:01,
10540,175837,01:01,
3798,176179,n:1,594598
79837,175344,n:1,
116986,176490,n:1,
1019,181472,n:1,
4234,174753,01:01,952885
10102,179683,01:01,947237
121227,176849,n:1,595449
23041,178153,01:01,813698
57460,183398,n:1,
552,188227,n:m,920570
552,184471,n:m,
283417,191628,n:1,
57522,178079,n:1,
11260,177581,01:01,
8091,173805,01:01,
84298,177582,01:01,
51643,181150,01:01,
55832,180125,n:1,892466
5908,177709,n:1,564963
11052,177710,n:1,
HUMAN06789,187434,01:01,
10576,174421,01:01,584369
117177,186226,n:1,
196446,174614,1:m,892482
196446,181229,1:m,
7103,192059,n:1,
23011,187932,01:01,564972
121278,174227,n:1,
3747,174331,n:m,
3747,191761,n:m,
3747,181269,n:m,
11010,186050,n:m,
11010,183343,n:m,
11010,183344,n:m,
11010,178798,n:m,
11010,191309,n:m,
11103,179115,01:01,898906
4673,177636,n:1,593906
114882,181495,n:1,913263
23390,186797,n:m,
23390,181109,n:m,
6857,174120,n:1,
4659,174484,n:1,
8825,175089,n:1,
8499,181255,n:1,
160335,178832,01:01,
144448,13219712,01:01,
490,177004,n:m,
490,177089,n:m,712682
8411,179832,01:01,
440672,259365,n:1,
7334,177073,n:1,594929
57458,182643,n:1,
55967,177056,01:01,938964
7181,CAEEL09572,n:1,937701
10988,178468,01:01,
6636,176103,01:01,885383
144193,175887,01:01,952274
3034,181279,01:01,953026
4048,177123,1:m,880793
4048,178176,1:m,
5128,177615,n:1,
5250,178020,01:01,
56899,181179,n:1,
64431,174288,01:01,550401
246213,176291,n:1,
9971,183605,01:01,
160728,178127,n:m,
160728,CAEEL18404,n:m,
HUMAN06999,174375,01:01,853159
56994,179935,n:m,730728
56994,184847,n:m,
55332,181626,n:1,
51019,173954,01:01,
5053,174401,01:01,915180
7184,178014,01:01,917682
29915,177560,01:01,
HUMAN07042,177466,n:1,
160428,177999,n:1,530800
23325,190219,01:01,
255394,174353,n:1,
55703,175767,01:01,959349
55188,177048,n:1,769572
11137,178277,01:01,537038
11153,177990,01:01,
9733,178053,01:01,594083
23479,178344,01:01,876736
23603,176440,n:1,761342
55530,176250,01:01,593899
84749,175310,01:01,
7374,176633,01:01,961423
32,173500,n:m,891548
32,178510,n:m,
89910,176515,01:01,
326625,175661,01:01,878106
4598,175863,01:01,
51228,175298,01:01,
88455,175889,n:1,
28981,185183,01:01,
488,176512,n:1,712677
51434,172145,01:01,
10094,176697,01:01,913227
51184,176649,01:01,892837
51699,176424,01:01,
144715,176483,01:01,
160760,176497,01:01,
5501,3564807,01:01,
HUMAN07161,174601,01:01,
8315,173917,01:01,576818
80724,178962,01:01,784201
217,175691,n:m,530730
217,187001,n:m,
80018,175956,01:01,
5781,24104681,n:1,598031
22895,CAEEL07900,01:01,945408
79039,177054,01:01,593790
80024,182354,1:m,
80024,176370,1:m,
80024,182575,1:m,
80024,CAEEL13978,1:m,
80024,190821,1:m,903538
196463,176698,01:01,717584
9904,178229,01:01,593793
643246,177989,n:1,
84900,180437,n:1,
5985,176131,01:01,
5037,179168,01:01,
51347,175862,n:1,
5564,176552,n:m,
5564,181492,n:m,
11021,176560,01:01,564992
10985,CAEEL06961,01:01,
6175,172943,01:01,936921
23409,181455,1:m,745090
23409,185876,1:m,
5319,182374,1:m,
5319,3896813,1:m,
84274,176099,01:01,583594
84747,176519,n:1,812562
144404,175305,n:1,
3242,176473,01:01,955570
5715,24104302,01:01,914181
22877,176050,n:1,948914
79369,266924,n:1,
65082,176221,01:01,802058
8562,176556,01:01,819405
9026,176224,n:1,959975
79720,178944,n:1,594600
HUMAN07337,171639,1:m,
HUMAN07337,172288,1:m,
57605,175459,n:1,730282
353116,175465,01:01,940515
10959,179213,01:01,944155
57696,176292,01:01,
1967,176348,01:01,953928
2967,176425,01:01,
949,181200,01:01,826491
57647,176207,01:01,938768
65985,180992,01:01,593804
11211,178768,n:1,
9271,172515,n:m,
9271,CAEEL10528,n:m,
HUMAN07394,176503,01:01,564949
6433,175795,01:01,
80324,180123,01:01,951087
5426,173368,01:01,960723
192111,174231,01:01,865168
HUMAN07445,174478,n:1,
113457,175419,n:1,
55269,175844,01:01,
51084,171839,01:01,
8100,180585,01:01,594151
221143,176524,01:01,896358
64328,177039,01:01,935919
10284,175534,01:01,787349
253832,191420,n:1,
221154,179837,n:1,
6445,184162,n:1,
4285,178290,01:01,802974
387911,179668,n:1,
338872,179668,n:1,
5042,172920,n:m,
5042,181473,n:m,
9107,176757,n:1,724455
9818,173329,01:01,
51761,176666,n:1,712692
1024,172677,n:1,594372
10810,187639,n:1,
219333,176381,n:1,594707
6144,176146,01:01,935485
2321,181289,01:01,
5412,259497,01:01,909071
171222,175985,n:1,
3146,175890,n:1,595720
10808,176195,n:1,
145173,178968,01:01,536562
10129,175697,n:1,
23047,175555,n:1,
5983,178259,01:01,593657
HUMAN07557,175606,n:1,905188
4081,175607,n:1,929544
9201,176639,n:1,
4093,176229,n:1,
29880,178822,01:01,530434
11340,174111,01:01,
7223,192056,n:1,
51569,176100,01:01,955745
57511,179201,01:01,
10166,188387,n:1,
11193,173027,01:01,
79612,175189,n:1,
23078,CAEEL20153,01:01,955348
160851,177667,n:1,
29103,172231,n:1,
387923,259582,n:m,
387923,181669,n:m,823904
8848,174101,01:01,
55425,172526,01:01,
2963,180243,01:01,950022
386618,191121,1:m,
386618,191124,1:m,
7178,172944,01:01,923837
83548,171867,01:01,924962
2098,173220,01:01,781904
8803,181280,01:01,845256
81617,174527,n:1,
3839,177533,n:1,
57213,184659,01:01,935984
10206,181897,n:1,
79621,177682,01:01,841812
26512,24104403,n:1,894060
115825,174475,n:1,
540,176770,n:1,
440138,176032,01:01,843425
9724,172192,n:1,
51028,179520,01:01,948540
144983,177101,n:1,
81550,178599,01:01,
22894,177875,01:01,593667
7347,259626,n:m,
7347,CAEEL14290,n:m,
7347,179039,n:m,
115207,CAEEL05740,01:01,
HUMAN07746,179259,01:01,895699
10082,181658,n:1,
23483,180525,01:01,593593
160897,181352,01:01,
10257,180691,01:01,
5611,171870,1:m,
5611,180983,1:m,593737
55757,181007,n:1,
5911,180011,n:1,
3843,3565440,n:1,574859
8428,182148,n:1,
6564,177973,n:m,595282
6564,180919,n:m,
9375,181096,01:01,576478
171425,180018,01:01,754452
5095,181026,01:01,947144
87769,259512,01:01,703833
84899,185454,01:01,595153
259232,175674,1:m,593862
259232,177379,1:m,
9358,187624,01:01,
7174,174018,01:01,576456
55082,176242,01:01,594671
3621,178470,n:1,
8874,181490,n:1,
HUMAN07869,180571,n:1,950796
55795,175675,01:01,928279
8451,174198,n:1,
79774,182185,01:01,
55208,175556,n:1,
22821,180530,01:01,
91875,171762,01:01,
10038,3565967,01:01,812514
55644,175399,01:01,886379
328,173069,01:01,957247
4860,176851,01:01,957282
64745,173356,01:01,
57447,173217,n:1,
122664,171948,n:1,
51222,177144,01:01,
57096,174654,n:1,
11198,172984,01:01,960376
1603,172370,01:01,860332
63874,172888,n:m,
63874,178877,n:m,
63874,183295,n:m,
HUMAN08123,173207,01:01,
9056,184126,01:01,
55147,176922,n:1,
10419,175717,01:01,
5693,173334,n:1,953670
90673,177126,01:01,
HUMAN08160,178678,01:01,
4624,172471,n:m,
4624,259839,n:m,
4624,179190,n:m,
4624,179676,n:m,
4624,181404,n:m,
4625,172471,n:m,
4625,259839,n:m,595468
4625,179190,n:m,
4625,179676,n:m,
4625,181404,n:m,
25983,172320,01:01,
10202,178658,n:m,
10202,179772,n:m,
10901,178658,n:m,566474
10901,179772,n:m,
HUMAN08180,178658,n:m,
HUMAN08180,179772,n:m,
80344,172518,01:01,
51016,172938,n:1,
283629,CAEEL04319,n:m,
283629,178314,n:m,
HUMAN08206,174091,n:m,
HUMAN08206,CAEEL14681,n:m,
HUMAN08208,172910,n:1,
4738,172910,n:1,845618
51292,178834,n:1,933167
5875,177113,01:01,
115817,175737,1:m,
115817,186621,1:m,
196883,191607,n:1,595933
5587,180121,n:1,598082
23256,185707,01:01,785276
29966,179445,n:1,
HUMAN08264,177486,01:01,915714
25938,179109,n:1,
394,178348,n:1,
HUMAN08288,190399,n:1,949757
11177,173769,01:01,842315
6729,259584,01:01,593529
55012,172886,01:01,
HUMAN08308,179941,01:01,530165
89874,181692,01:01,769019
6751,187897,n:1,
10484,180317,n:1,921599
HUMAN08332,189726,01:01,896945
122553,179394,01:01,897056
84075,176980,01:01,
23116,179433,01:01,
55015,178955,01:01,
140801,174311,n:1,
6235,175235,01:01,913967
122769,173869,01:01,
6166,174695,n:1,953476
4247,179562,01:01,868277
5427,177673,01:01,555986
9147,175303,01:01,951485
382,191608,01:01,853161
79609,178175,01:01,
6655,178846,n:1,
79944,178733,01:01,942580
HUMAN08378,6418757,01:01,
HUMAN08381,179072,n:1,
51062,177059,n:1,595792
5836,178777,n:1,886187
145447,179172,n:1,788413
114088,178619,n:1,292205
81542,179040,01:01,859544
51637,174510,01:01,
22795,179770,n:1,
30001,173325,n:1,
HUMAN08406,173384,01:01,593644
64841,179437,01:01,825936
10979,179972,n:1,922710
80821,173795,01:01,747154
HUMAN08415,179801,n:1,879489
HUMAN08417,259487,n:1,926894
2643,179472,01:01,957530
11169,179521,01:01,
93487,3565605,01:01,
57161,178959,n:1,
HUMAN08443,177562,01:01,809150
HUMAN08449,177408,n:1,
5684,174571,01:01,530163
26520,CAEEL10632,01:01,847898
23002,186392,n:1,
51528,178993,01:01,934868
HUMAN08468,CAEEL14278,01:01,
5494,179469,n:1,
6495,178919,n:1,
4331,173602,01:01,851241
57570,13216595,01:01,918983
6617,176734,1:m,
6617,178929,1:m,
27133,178624,n:1,805910
5529,180100,n:1,752249
23224,172034,01:01,
6710,179077,n:1,
HUMAN08523,179946,n:1,935727
2342,179946,n:1,
4149,179557,01:01,785633
2530,178985,01:01,952202
64398,3565703,01:01,921148
51382,176338,01:01,928194
1965,171769,01:01,914695
HUMAN08571,179709,n:1,594088
2079,179476,01:01,
55334,179862,01:01,594036
400224,180373,01:01,
6430,174748,n:1,
6547,178918,n:1,903554
10001,179091,01:01,
9628,179707,n:1,
58517,259655,01:01,594067
5663,180441,n:1,
641371,189157,n:m,
641371,172309,n:m,
641371,172725,n:m,
641371,187017,n:m,
10965,189157,n:m,
10965,172309,n:m,
10965,172725,n:m,759595
10965,187017,n:m,
122970,189157,n:m,
122970,172309,n:m,
122970,172725,n:m,
122970,187017,n:m,
145482,174671,01:01,874782
51004,179316,01:01,713387
957,179395,n:1,778811
4329,174800,01:01,530732
5826,179968,01:01,594761
122961,175088,01:01,594331
51077,172780,01:01,892753
1743,179063,01:01,733950
8892,173067,01:01,
10972,179567,01:01,
55640,172203,n:1,596250
HUMAN08695,179589,01:01,
283576,181606,n:1,
2954,190586,1:m,
2954,190243,1:m,927014
2954,183911,1:m,
HUMAN08721,179071,01:01,
10598,180017,01:01,584526
9517,266646,n:1,859131
8846,190176,01:01,904325
HUMAN08734,179840,01:01,
22938,179598,01:01,893675
57143,179618,01:01,855837
HUMAN08741,179503,n:1,
7253,179381,n:1,
2957,178893,01:01,
6400,179720,01:01,594315
2581,183002,01:01,
79882,178847,01:01,
123016,188904,01:01,594195
55775,176996,01:01,
56659,179699,n:1,
5700,178988,01:01,593638
801,178614,n:1,
145567,175332,n:1,
9252,172581,n:1,595178
55671,179243,n:1,
HUMAN08805,180049,n:1,
53981,179103,01:01,934443
5641,179714,01:01,
55148,172563,01:01,
HUMAN08825,3565180,01:01,
78990,3565820,n:1,
57062,172223,01:01,594226
57718,174413,01:01,
23405,176138,01:01,937096
51218,176662,01:01,
55102,180949,n:1,
51527,174032,01:01,
84193,190607,01:01,
2009,180358,n:1,
51466,190098,n:1,
123099,173327,n:m,
123099,177548,n:m,803548
123096,179969,01:01,769031
283600,187658,n:1,
7453,180231,01:01,955814
5527,179526,n:1,
1778,172041,01:01,574249
3320,179971,n:1,917683
91833,179410,n:1,
9578,179013,n:1,
1983,179165,01:01,938597
HUMAN08957,179912,n:1,
115708,173142,01:01,945508
374569,179667,01:01,
122622,178872,n:1,
207,179424,n:m,
207,181524,n:m,597613
122618,178931,01:01,
2972,CAEEL04888,01:01,
23241,179304,n:1,942367
1396,182010,1:m,539847
1396,177586,1:m,
81614,175418,n:1,
23191,176885,n:1,
283767,171785,01:01,
283685,172411,01:01,
7681,176918,n:1,
57194,176498,n:1,
2558,176694,01:01,703113
728310,CAEEL19477,01:01,
89832,191599,n:m,
89832,179235,n:m,703130
22909,177415,01:01,926572
4308,172646,01:01,
1139,191599,n:m,703102
1139,179235,n:m,
HUMAN09221,CAEEL14390,n:1,283019
1133,179962,n:1,
56851,175651,01:01,539986
51234,177324,01:01,
9990,177370,n:1,834239
55505,172883,01:01,959960
9716,180232,01:01,557119
89978,183978,01:01,912977
283742,177564,n:1,
HUMAN09251,179344,n:1,
440275,174953,01:01,
6727,179236,01:01,
85455,172240,01:01,942072
HUMAN09277,177281,01:01,911722
27079,173456,01:01,
5888,177914,01:01,951835
2644,4363077,01:01,288398
55192,179227,01:01,557435
84936,179740,01:01,
57617,173783,01:01,
79094,178693,01:01,715251
11261,186617,n:m,
11261,179415,n:m,594130
23168,179345,01:01,948188
30844,CAEEL14236,n:1,
23339,179902,01:01,830447
2595,180400,01:01,
8773,179427,n:1,795845
197131,171953,n:1,
161823,259441,01:01,
2923,172433,01:01,859531
4236,172661,01:01,594004
6652,179404,1:m,
6652,179405,1:m,874778
50506,186188,n:m,
50506,171608,n:m,
405753,182313,01:01,
53905,186188,n:m,
53905,171608,n:m,747227
9153,CAEEL13597,n:m,
9153,178770,n:m,
58472,189421,1:m,845292
58472,178374,1:m,
6557,3565648,n:1,
9318,172278,01:01,922363
2585,171755,01:01,878676
56986,13186571,01:01,793709
79895,177256,n:1,
54822,178031,n:m,
54822,178036,n:m,597359
342035,183582,1:m,595130
