"Gene","Tau","InteractionType","ARC_Connected","ARC_Connected_Threshold","Dataset"
"NUMB",0.182843236,"Ind",3,"3","COX90"
"NUMBL",0.272467357,"Ind",1,"1","COX90"
"NUP133",0.193198594,"Ind",5,"4+","COX90"
"NUP153",0.144358692,"Ind",3,"3","COX90"
"NUP153-AS1",0.581640019,"Ind",2,"2","COX90"
"NUP160",0.219241414,"Ind",5,"4+","COX90"
"NUP188",0.362207504,"Ind",5,"4+","COX90"
"NUP205",0.180265297,"Ind",4,"4+","COX90"
"NUP214",0.362129081,"Ind",5,"4+","COX90"
"NUP50",0.215888906,"Ind",2,"2","COX90"
"NUP54",0.170235511,"Ind",3,"3","COX90"
"NUP85",0.162276727,"Ind",5,"4+","COX90"
"NUP88",0.314962816,"Ind",5,"4+","COX90"
"NUP93",0.38593287,"Ind",5,"4+","COX90"
"NUP98",0.300511501,"Ind",4,"4+","COX90"
"NUS1",0.158505648,"Ind",5,"4+","COX90"
"NUS1P1",0.925308023,"Ind",5,"4+","COX90"
"NWD2",0.972786597,"Ind",4,"4+","COX90"
"NXF1",0.149580813,"Ind",4,"4+","COX90"
"NXPE3",0.399750868,"Ind",1,"1","COX90"
"NXPH1",0.969832124,"Ind",5,"4+","COX90"
"NXT1",0.181761482,"Ind",2,"2","COX90"
"NYAP1",0.733891533,"Ind",8,"4+","COX90"
"OARD1",0.360395946,"Ind",5,"4+","COX90"
"OAS1",0.449943202,"Ind",2,"2","COX90"
"OAS2",0.559483305,"Ind",2,"2","COX90"
"OAS3",0.419507806,"Ind",2,"2","COX90"
"OAZ1",0.150251198,"Ind",5,"4+","COX90"
"OAZ1P1",0.989497549,"Ind",4,"4+","COX90"
"OAZ3",0.969098462,"Ind",5,"4+","COX90"
"OCEL1",0.187921111,"Ind",2,"2","COX90"
"OCIAD1",0.104010644,"Ind",6,"4+","COX90"
"OCRL",0.242443482,"Ind",4,"4+","COX90"
"ODC1",0.229211283,"Ind",3,"3","COX90"
"ODF2",0.498847931,"Ind",6,"4+","COX90"
"ODF2-AS1",0.94704212,"Ind",5,"4+","COX90"
"ODF2L",0.303030285,"Ind",4,"4+","COX90"
"ODR4",0.173339208,"Ind",3,"3","COX90"
"OGDH",0.239559989,"Ind",3,"3","COX90"
"OGFOD2",0.309889287,"Ind",5,"4+","COX90"
"OGFR",0.175737343,"Ind",3,"3","COX90"
"OGT",0.126015578,"Ind",4,"4+","COX90"
"OIP5-AS1",0.26146638,"Ind",1,"1","COX90"
"OLA1",0.153688481,"Ind",5,"4+","COX90"
"OLFM1",0.487802697,"Ind",8,"4+","COX90"
"OLFM2",0.493413776,"Ind",8,"4+","COX90"
"OMG",0.928418156,"Ind",8,"4+","COX90"
"OPA3",0.243008861,"Ind",5,"4+","COX90"
"OR2H2",0.995474,"Ind",1,"1","COX90"
"OR52K3P",0.957042187,"Ind",6,"4+","COX90"
"OR7E101P",1,"Ind",5,"4+","COX90"
"OR7E19P",1,"Ind",4,"4+","COX90"
"OR8T1P",0.972876092,"Ind",4,"4+","COX90"
"ORAI3",0.17544981,"Ind",2,"2","COX90"
"ORC2",0.251811811,"Ind",1,"1","COX90"
"ORMDL1",0.199992997,"Ind",6,"4+","COX90"
"ORMDL2",0.187550832,"Ind",5,"4+","COX90"
"OS9",0.086314435,"Ind",5,"4+","COX90"
"OSBP",0.159255099,"Ind",4,"4+","COX90"
"OSBPL2",0.17001472,"Ind",4,"4+","COX90"
"OSBPL7",0.287485813,"Ind",5,"4+","COX90"
"OSBPL8",0.23088868,"Ind",3,"3","COX90"
"OSBPL9",0.153803136,"Ind",5,"4+","COX90"
"OSER1-DT",0.300071472,"Ind",2,"2","COX90"
"OSGEP",0.179395733,"Ind",4,"4+","COX90"
"OSGIN1",0.498485946,"Ind",3,"3","COX90"
"OSMR",0.244983601,"Ind",7,"4+","COX90"
"OSR1",0.523412515,"Ind",1,"1","COX90"
"OST4",0.079999783,"Ind",4,"4+","COX90"
"OSTF1",0.276738514,"Ind",4,"4+","COX90"
"OTUB1",0.0954792,"Ind",5,"4+","COX90"
"OTUD4",0.264669187,"Ind",3,"3","COX90"
"OTUD5",0.112057047,"Ind",5,"4+","COX90"
"OTUD7A",0.913726836,"Ind",8,"4+","COX90"
"OTULIN",0.30197368,"Ind",3,"3","COX90"
"OXA1L",0.078976879,"Ind",5,"4+","COX90"
"OXSR1",0.132606695,"Ind",5,"4+","COX90"
"P2RX6",0.794835738,"Ind",3,"3","COX90"
"P2RY11",0.202468993,"Ind",1,"1","COX90"
"P3H1",0.216815847,"Ind",5,"4+","COX90"
"P3H4",0.290387537,"Ind",1,"1","COX90"
"PA2G4",0.136070408,"Ind",5,"4+","COX90"
"PABIR2",0.205633467,"Ind",5,"4+","COX90"
"PABIR3",0.806995719,"Ind",2,"2","COX90"
"PABPC1",0.125693413,"Ind",4,"4+","COX90"
"PABPC4",0.204656009,"Ind",5,"4+","COX90"
"PABPC4-AS1",0.99236783,"Ind",5,"4+","COX90"
"PABPN1",0.115146885,"Ind",5,"4+","COX90"
"PACS1",0.177589666,"Ind",5,"4+","COX90"
"PACSIN1",0.938602649,"Ind",8,"4+","COX90"
"PACSIN2",0.198607379,"Ind",5,"4+","COX90"
"PACSIN3",0.387505371,"Ind",5,"4+","COX90"
"PAEP",0.955404514,"Ind",7,"4+","COX90"
"PAF1",0.181706103,"Ind",5,"4+","COX90"
"PAFAH1B1",0.171172582,"Ind",1,"1","COX90"
"PAGR1",0.303433706,"Ind",3,"3","COX90"
"PAH",0.940790992,"Ind",7,"4+","COX90"
"PAIP1",0.120859749,"Ind",4,"4+","COX90"
"PAIP2",0.183837283,"Ind",4,"4+","COX90"
"PAK4",0.260324429,"Ind",1,"1","COX90"
"PAN2",0.223973906,"Ind",5,"4+","COX90"
"PANK2",0.199298426,"Ind",6,"4+","COX90"
"PANK3",0.151266738,"Ind",4,"4+","COX90"
"PANK4",0.12046627,"Ind",1,"1","COX90"
"PAPOLA",0.125491371,"Ind",5,"4+","COX90"
"PAQR6",0.706641469,"Ind",8,"4+","COX90"
"PARD6A",0.556191428,"Ind",4,"4+","COX90"
"PARG",0.186271896,"Ind",5,"4+","COX90"
"PARGP1",0.403493512,"Ind",3,"3","COX90"
"PARK7",0.075984678,"Ind",6,"4+","COX90"
"PARL",0.110571961,"Ind",5,"4+","COX90"
"PARM1",0.358261709,"Ind",6,"4+","COX90"
"PARN",0.142070434,"Ind",5,"4+","COX90"
"PARP1",0.159657755,"Ind",4,"4+","COX90"
"PARP4",0.183036951,"Ind",5,"4+","COX90"
"PARP4P2",1,"Ind",5,"4+","COX90"
"PARP6",0.186989404,"Ind",6,"4+","COX90"
"PART1",0.869005243,"Ind",8,"4+","COX90"
"PARVG",0.607840809,"Ind",4,"4+","COX90"
"PATL1",0.136253177,"Ind",5,"4+","COX90"
"PATZ1",0.257622653,"Ind",4,"4+","COX90"
"PAXBP1",0.226181319,"Ind",4,"4+","COX90"
"PAXX",0.172282305,"Ind",4,"4+","COX90"
"PBLD",0.586959594,"Ind",4,"4+","COX90"
"PBRM1",0.195901977,"Ind",4,"4+","COX90"
"PBX2P1",1,"Ind",5,"4+","COX90"
"PC",0.502240743,"Ind",1,"1","COX90"
"PCAT14",0.923155283,"Ind",7,"4+","COX90"
"PCBP1",0.107532245,"Ind",5,"4+","COX90"
"PCBP2-OT1",0.760518044,"Ind",5,"4+","COX90"
"PCBP2P2",0.334172061,"Ind",5,"4+","COX90"
"PCBP4",0.314667369,"Ind",8,"4+","COX90"
"PCCB",0.368176504,"Ind",2,"2","COX90"
"PCDH1",0.345410881,"Ind",7,"4+","COX90"
"PCDH8",0.927224975,"Ind",8,"4+","COX90"
"PCDH9-AS3",1,"Ind",6,"4+","COX90"
"PCDHA2",0.964260741,"Ind",1,"1","COX90"
"PCDHB10",0.637851791,"Ind",2,"2","COX90"
"PCDHB4",0.501867261,"Ind",3,"3","COX90"
"PCDHGA10",0.781495893,"Ind",8,"4+","COX90"
"PCDHGA11",0.861059151,"Ind",8,"4+","COX90"
"PCDHGA12",0.600871783,"Ind",8,"4+","COX90"
"PCDHGA2",0.65213733,"Ind",8,"4+","COX90"
"PCDHGA3",0.738555913,"Ind",8,"4+","COX90"
"PCDHGA4",0.675648351,"Ind",8,"4+","COX90"
"PCDHGA5",0.729616515,"Ind",8,"4+","COX90"
"PCDHGA6",0.654211419,"Ind",8,"4+","COX90"
"PCDHGA7",0.749023553,"Ind",8,"4+","COX90"
"PCDHGA9",0.60116719,"Ind",8,"4+","COX90"
"PCDHGB1",0.868924456,"Ind",8,"4+","COX90"
"PCDHGB2",0.683561384,"Ind",8,"4+","COX90"
"PCDHGB3",0.792739327,"Ind",8,"4+","COX90"
"PCDHGB4",0.726344156,"Ind",8,"4+","COX90"
"PCDHGB5",0.569655926,"Ind",8,"4+","COX90"
"PCDHGB6",0.654894526,"Ind",8,"4+","COX90"
"PCDHGB7",0.371092707,"Ind",8,"4+","COX90"
"PCDHGC3",0.351547187,"Ind",8,"4+","COX90"
"PCDHGC4",0.969043437,"Ind",8,"4+","COX90"
"PCDHGC5",0.874305987,"Ind",8,"4+","COX90"
"PCED1A",0.225787671,"Ind",6,"4+","COX90"
"PCF11",0.159287987,"Ind",5,"4+","COX90"
"PCGEM1",1,"Ind",7,"4+","COX90"
"PCGF1",0.144488909,"Ind",1,"1","COX90"
"PCGF3-AS1",0.451126002,"Ind",4,"4+","COX90"
"PCID2",0.194631564,"Ind",5,"4+","COX90"
"PCIF1",0.182514637,"Ind",5,"4+","COX90"
"PCK1",0.797526178,"Ind",4,"4+","COX90"
"PCLAF",0.870397478,"Ind",1,"1","COX90"
"PCM1",0.269576191,"Ind",3,"3","COX90"
"PCMTD1",0.173609835,"Ind",3,"3","COX90"
"PCNA",0.186818463,"Ind",2,"2","COX90"
"PCNP",0.12767135,"Ind",5,"4+","COX90"
"PCNT",0.513367928,"Ind",3,"3","COX90"
"PCNX1",0.231193421,"Ind",5,"4+","COX90"
"PCNX4",0.363684336,"Ind",5,"4+","COX90"
"PCOLCE",0.28433834,"Ind",7,"4+","COX90"
"PCP4L1",0.720216551,"Ind",8,"4+","COX90"
"PCSK1",0.852091785,"Ind",3,"3","COX90"
"PCSK1N",0.707883449,"Ind",6,"4+","COX90"
"PCSK2",0.820152253,"Ind",8,"4+","COX90"
"PCSK7",0.279854802,"Ind",5,"4+","COX90"
"PCSK9",0.876802337,"Ind",6,"4+","COX90"
"PCTP",0.309259444,"Ind",1,"1","COX90"
"PCYOX1L",0.318882275,"Ind",1,"1","COX90"
"PCYT1A",0.17418477,"Ind",6,"4+","COX90"
"PDAP1",0.084698342,"Ind",5,"4+","COX90"
"PDCD2",0.116575875,"Ind",5,"4+","COX90"
"PDCD4",0.261688888,"Ind",4,"4+","COX90"
"PDCD5",0.143741223,"Ind",1,"1","COX90"
"PDCD6",0.110754175,"Ind",5,"4+","COX90"
"PDCD6IP",0.167525585,"Ind",5,"4+","COX90"
"PDCL3",0.239081152,"Ind",4,"4+","COX90"
"PDE12",0.204463443,"Ind",3,"3","COX90"
"PDE4B-AS1",1,"Ind",5,"4+","COX90"
"PDE4C",0.555446206,"Ind",1,"1","COX90"
"PDE5A",0.494101238,"Ind",2,"2","COX90"
"PDE6D",0.368693737,"Ind",5,"4+","COX90"
"PDE8B",0.618423136,"Ind",3,"3","COX90"
"PDF",0.300167328,"Ind",5,"4+","COX90"
"PDGFA-DT",0.719740864,"Ind",2,"2","COX90"
"PDGFB",0.382621553,"Ind",2,"2","COX90"
"PDHA1",0.199109915,"Ind",4,"4+","COX90"
"PDIA3",0.183249398,"Ind",4,"4+","COX90"
"PDIA6",0.177187377,"Ind",1,"1","COX90"
"PDK2",0.232399849,"Ind",4,"4+","COX90"
"PDLIM4",0.358545685,"Ind",1,"1","COX90"
"PDPK1",0.129423559,"Ind",7,"4+","COX90"
"PDPR",0.212793562,"Ind",4,"4+","COX90"
"PDS5A",0.152448625,"Ind",5,"4+","COX90"
"PDSS2",0.285574995,"Ind",4,"4+","COX90"
"PDXP",0.830238029,"Ind",3,"3","COX90"
"PDXP-DT",1,"Ind",3,"3","COX90"
"PDZD4",0.555926226,"Ind",8,"4+","COX90"
"PEA15",0.232450673,"Ind",4,"4+","COX90"
"PEBP1",0.234138163,"Ind",1,"1","COX90"
"PEBP4",0.702770007,"Ind",8,"4+","COX90"
"PEDS1",0.229659251,"Ind",4,"4+","COX90"
"PEF1",0.193767729,"Ind",2,"2","COX90"
"PELP1",0.215410246,"Ind",4,"4+","COX90"
"PER3",0.251717091,"Ind",2,"2","COX90"
"PERP",0.510655909,"Ind",7,"4+","COX90"
"PES1",0.143094014,"Ind",5,"4+","COX90"
"PET100",0.15977892,"Ind",5,"4+","COX90"
"PEX1",0.172275985,"Ind",3,"3","COX90"
"PEX10",0.290336666,"Ind",6,"4+","COX90"
"PEX14",0.301742967,"Ind",5,"4+","COX90"
"PEX16",0.165008711,"Ind",5,"4+","COX90"
"PEX19",0.147596527,"Ind",5,"4+","COX90"
"PEX5",0.250976328,"Ind",3,"3","COX90"
"PEX5L",0.919049179,"Ind",6,"4+","COX90"
"PEX6",0.177195284,"Ind",2,"2","COX90"
"PEX7",0.279819205,"Ind",5,"4+","COX90"
"PF4",0.942190691,"Ind",1,"1","COX90"
"PF4V1",0.960827736,"Ind",2,"2","COX90"
"PFDN1",0.10857364,"Ind",3,"3","COX90"
"PFDN2",0.120109227,"Ind",5,"4+","COX90"
"PFDN5",0.11183821,"Ind",5,"4+","COX90"
"PFKL",0.151874835,"Ind",5,"4+","COX90"
"PFN1",0.17400553,"Ind",4,"4+","COX90"
"PFN1P1",0.880223995,"Ind",4,"4+","COX90"
"PFN2",0.293718648,"Ind",1,"1","COX90"
"PFN3",0.999978194,"Ind",1,"1","COX90"
"PGAP2",0.284526418,"Ind",3,"3","COX90"
"PGAP3",0.257924206,"Ind",4,"4+","COX90"
"PGAP4",0.34368946,"Ind",8,"4+","COX90"
"PGAP6",0.242314283,"Ind",5,"4+","COX90"
"PGC",0.815096038,"Ind",7,"4+","COX90"
"PGD",0.340243054,"Ind",3,"3","COX90"
"PGK1",0.211958225,"Ind",1,"1","COX90"
"PGLS",0.099267025,"Ind",4,"4+","COX90"
"PGM2",0.308494037,"Ind",5,"4+","COX90"
"PGPEP1",0.221459406,"Ind",4,"4+","COX90"
"PGPEP1L",0.957685815,"Ind",1,"1","COX90"
"PGRMC2",0.186183001,"Ind",4,"4+","COX90"
"PGS1",0.297080657,"Ind",5,"4+","COX90"
"PHB1",0.089694668,"Ind",3,"3","COX90"
"PHB1P9",0.48425495,"Ind",2,"2","COX90"
"PHC2",0.186080075,"Ind",2,"2","COX90"
"PHC3",0.258896323,"Ind",4,"4+","COX90"
"PHF10",0.226818187,"Ind",2,"2","COX90"
"PHF11",0.207201715,"Ind",5,"4+","COX90"
"PHF12",0.175242501,"Ind",3,"3","COX90"
"PHF14",0.226552751,"Ind",4,"4+","COX90"
"PHF19",0.259427297,"Ind",5,"4+","COX90"
"PHF20",0.24210872,"Ind",3,"3","COX90"
"PHF20L1",0.261640119,"Ind",3,"3","COX90"
"PHF21A",0.271380965,"Ind",6,"4+","COX90"
"PHF24",0.96008575,"Ind",8,"4+","COX90"
"PHF3",0.2177438,"Ind",4,"4+","COX90"
"PHF5A",0.10235728,"Ind",5,"4+","COX90"
"PHF7",0.782966042,"Ind",2,"2","COX90"
"PHF8",0.336305859,"Ind",6,"4+","COX90"
"PHIP",0.226774281,"Ind",4,"4+","COX90"
"PHKA2",0.239010487,"Ind",5,"4+","COX90"
"PHKA2-AS1",0.664617744,"Ind",4,"4+","COX90"
"PHKB",0.20867442,"Ind",4,"4+","COX90"
"PHKG1",0.739067189,"Ind",3,"3","COX90"
"PHKG2",0.449852346,"Ind",5,"4+","COX90"
"PHLDB1",0.306485893,"Ind",8,"4+","COX90"
"PHRF1",0.156434757,"Ind",5,"4+","COX90"
"PHYHIP",0.560842921,"Ind",8,"4+","COX90"
"PHYKPL",0.190470242,"Ind",5,"4+","COX90"
"PI4K2B",0.265369111,"Ind",2,"2","COX90"
"PI4KA",0.152485415,"Ind",6,"4+","COX90"
"PI4KB",0.149792289,"Ind",5,"4+","COX90"
"PIANP",0.727311472,"Ind",8,"4+","COX90"
"PIAS1",0.188968922,"Ind",6,"4+","COX90"
"PIAS4",0.374349353,"Ind",5,"4+","COX90"
"PICALM",0.17181933,"Ind",3,"3","COX90"
"PICSAR",0.957077862,"Ind",6,"4+","COX90"
"PIEZO1",0.226569023,"Ind",3,"3","COX90"
"PIGB",0.292637727,"Ind",5,"4+","COX90"
"PIGBOS1",0.178948812,"Ind",1,"1","COX90"
"PIGC",0.231377195,"Ind",2,"2","COX90"
"PIGF",0.35813224,"Ind",3,"3","COX90"
"PIGG",0.183455421,"Ind",5,"4+","COX90"
"PIGK",0.290785151,"Ind",4,"4+","COX90"
"PIGO",0.229757629,"Ind",5,"4+","COX90"
"PIGQ",0.254699702,"Ind",1,"1","COX90"
"PIGS",0.112720548,"Ind",5,"4+","COX90"
"PIGT",0.203984454,"Ind",2,"2","COX90"
"PIGX",0.191233276,"Ind",4,"4+","COX90"
"PIH1D1",0.102562408,"Ind",5,"4+","COX90"
"PIK3AP1",0.689487288,"Ind",2,"2","COX90"
"PIK3C3",0.240768413,"Ind",1,"1","COX90"
"PIK3CA",0.241317008,"Ind",2,"2","COX90"
"PIK3CB",0.270433803,"Ind",1,"1","COX90"
"PIK3CD",0.54629646,"Ind",3,"3","COX90"
"PIKFYVE",0.218835232,"Ind",5,"4+","COX90"
"PILRB",0.20155435,"Ind",4,"4+","COX90"
"PIN1",0.228508546,"Ind",5,"4+","COX90"
"PIN4P1",1,"Ind",5,"4+","COX90"
"PINK1",0.285040957,"Ind",4,"4+","COX90"
"PINK1-AS",0.373799351,"Ind",3,"3","COX90"
"PINX1",0.259618425,"Ind",1,"1","COX90"
"PINX1-DT",1,"Ind",1,"1","COX90"
"PIP4K2B",0.183048852,"Ind",3,"3","COX90"
"PIP4P1",0.103828725,"Ind",5,"4+","COX90"
"PIP5K1A",0.22350917,"Ind",5,"4+","COX90"
"PISD",0.183375435,"Ind",2,"2","COX90"
"PITHD1",0.153599449,"Ind",3,"3","COX90"
"PITPNA",0.106947097,"Ind",4,"4+","COX90"
"PITPNM1",0.268743706,"Ind",1,"1","COX90"
"PITPNM3",0.65205152,"Ind",8,"4+","COX90"
"PITRM1",0.1332322,"Ind",5,"4+","COX90"
"PITRM1-AS1",0.717934655,"Ind",5,"4+","COX90"
"PKD1",0.308367687,"Ind",4,"4+","COX90"
"PKD1-AS1",0.561709024,"Ind",7,"4+","COX90"
"PKD1P6",0.23814602,"Ind",6,"4+","COX90"
"PKD2L2",1,"Ind",4,"4+","COX90"
"PKIA",0.728308689,"Ind",6,"4+","COX90"
"PKLR",0.950973404,"Ind",2,"2","COX90"
"PKMYT1",0.887458955,"Ind",1,"1","COX90"
"PKN1",0.14498651,"Ind",5,"4+","COX90"
"PKN2",0.198235978,"Ind",4,"4+","COX90"
"PKNOX2",0.499259596,"Ind",6,"4+","COX90"
"PKP4",0.327277256,"Ind",1,"1","COX90"
"PLA2G4B",0.216152467,"Ind",2,"2","COX90"
"PLAA",0.232898446,"Ind",3,"3","COX90"
"PLAGL2",0.430227429,"Ind",2,"2","COX90"
"PLBD2",0.358391064,"Ind",1,"1","COX90"
"PLCB2",0.551355125,"Ind",3,"3","COX90"
"PLCH2",0.585202138,"Ind",8,"4+","COX90"
"PLEKHA2",0.273404258,"Ind",2,"2","COX90"
"PLEKHB1",0.637921393,"Ind",8,"4+","COX90"
"PLEKHB2",0.167280022,"Ind",4,"4+","COX90"
"PLEKHF2",0.246143959,"Ind",3,"3","COX90"
"PLEKHG5",0.421838964,"Ind",8,"4+","COX90"
"PLEKHH1",0.656763318,"Ind",8,"4+","COX90"
"PLEKHJ1",0.202509628,"Ind",5,"4+","COX90"
"PLEKHM2",0.134035771,"Ind",3,"3","COX90"
"PLIN3",0.263340244,"Ind",4,"4+","COX90"
"PLLP",0.626202039,"Ind",2,"2","COX90"
"PLOD2",0.350976424,"Ind",2,"2","COX90"
"PLP1",0.716208207,"Ind",8,"4+","COX90"
"PLPBP",0.143986559,"Ind",3,"3","COX90"
"PLPP2",0.489625808,"Ind",1,"1","COX90"
"PLPP3",0.284242277,"Ind",1,"1","COX90"
"PLPPR4",0.812332319,"Ind",5,"4+","COX90"
"PLXDC1",0.453411877,"Ind",2,"2","COX90"
"PMF1",0.131943545,"Ind",5,"4+","COX90"
"PMFBP1",0.992396529,"Ind",5,"4+","COX90"
"PML",0.223984712,"Ind",3,"3","COX90"
"PMM2",0.2409464,"Ind",3,"3","COX90"
"PMP2",0.921626207,"Ind",3,"3","COX90"
"PMPCA",0.124076873,"Ind",5,"4+","COX90"
"PMPCB",0.103811508,"Ind",5,"4+","COX90"
"PMS2",0.274001922,"Ind",3,"3","COX90"
"PMS2P11",0.71006519,"Ind",2,"2","COX90"
"PMS2P9",0.382698149,"Ind",2,"2","COX90"
"PMVK",0.140777881,"Ind",4,"4+","COX90"
"PNCK",0.751396371,"Ind",7,"4+","COX90"
"PNISR",0.163765164,"Ind",5,"4+","COX90"
"PNKD",0.258495535,"Ind",1,"1","COX90"
"PNKP",0.177167631,"Ind",5,"4+","COX90"
"PNMA2",0.799490778,"Ind",8,"4+","COX90"
"PNMA6A",0.793430303,"Ind",8,"4+","COX90"
"PNMA6E",0.985508574,"Ind",1,"1","COX90"
"PNN",0.115897598,"Ind",4,"4+","COX90"
"PNN-AS1",1,"Ind",3,"3","COX90"
"PNO1",0.151977969,"Ind",1,"1","COX90"
"PNPLA5",0.96548251,"Ind",6,"4+","COX90"
"PNPLA6",0.197652817,"Ind",4,"4+","COX90"
"PNRC1",0.159124446,"Ind",2,"2","COX90"
"POC1A",0.749511625,"Ind",1,"1","COX90"
"POC1B",0.180266718,"Ind",5,"4+","COX90"
"PODXL",0.37217175,"Ind",7,"4+","COX90"
"POFUT1",0.164381676,"Ind",5,"4+","COX90"
"POGK",0.231163634,"Ind",5,"4+","COX90"
"POGZ",0.19786168,"Ind",4,"4+","COX90"
"POLA2",0.266089215,"Ind",4,"4+","COX90"
"POLD1",0.298694074,"Ind",4,"4+","COX90"
"POLD2",0.10313188,"Ind",3,"3","COX90"
"POLD4",0.119940066,"Ind",3,"3","COX90"
"POLDIP2",0.153916796,"Ind",5,"4+","COX90"
"POLDIP3",0.199755428,"Ind",5,"4+","COX90"
"POLE3",0.143085679,"Ind",5,"4+","COX90"
"POLE4",0.148500761,"Ind",1,"1","COX90"
"POLG",0.146226193,"Ind",5,"4+","COX90"
"POLG2",0.333772778,"Ind",4,"4+","COX90"
"POLK",0.265722693,"Ind",3,"3","COX90"
"POLL",0.273135137,"Ind",4,"4+","COX90"
"POLM",0.214176157,"Ind",4,"4+","COX90"
"POLN",0.875242004,"Ind",1,"1","COX90"
"POLR1A",0.300620469,"Ind",5,"4+","COX90"
"POLR1E",0.246690508,"Ind",1,"1","COX90"
"POLR1G",0.415812566,"Ind",4,"4+","COX90"
"POLR1H",0.161255356,"Ind",5,"4+","COX90"
"POLR2B",0.098402214,"Ind",5,"4+","COX90"
"POLR2C",0.112189284,"Ind",5,"4+","COX90"
"POLR2E",0.076679611,"Ind",5,"4+","COX90"
"POLR2G",0.125140697,"Ind",6,"4+","COX90"
"POLR2H",0.137492223,"Ind",1,"1","COX90"
"POLR2J",0.095926173,"Ind",5,"4+","COX90"
"POLR2J2",0.898427436,"Ind",4,"4+","COX90"
"POLR2M",0.273563788,"Ind",6,"4+","COX90"
"POLR2MP1",0.975161764,"Ind",6,"4+","COX90"
"POLR3D",0.229388423,"Ind",5,"4+","COX90"
"POLR3E",0.147613294,"Ind",5,"4+","COX90"
"POLR3F",0.223741321,"Ind",2,"2","COX90"
"POLR3GL",0.145301617,"Ind",5,"4+","COX90"
"POLR3H",0.192746157,"Ind",4,"4+","COX90"
"POLRMT",0.255083732,"Ind",5,"4+","COX90"
"POM121C",0.154455995,"Ind",5,"4+","COX90"
"POMGNT1",0.179743059,"Ind",2,"2","COX90"
"POMT1",0.342042826,"Ind",3,"3","COX90"
"POMT2",0.398242838,"Ind",2,"2","COX90"
"POP4",0.208563999,"Ind",4,"4+","COX90"
"PPA2",0.093743624,"Ind",5,"4+","COX90"
"PPAN",0.132354742,"Ind",3,"3","COX90"
"PPBP",0.909556285,"Ind",2,"2","COX90"
"PPCS",0.098563288,"Ind",5,"4+","COX90"
"PPDPF",0.116156021,"Ind",1,"1","COX90"
"PPFIA4",0.749366458,"Ind",8,"4+","COX90"
"PPHLN1",0.180443897,"Ind",5,"4+","COX90"
"PPIAP13",1,"Ind",1,"1","COX90"
"PPIB",0.121208395,"Ind",1,"1","COX90"
"PPIE",0.209973795,"Ind",4,"4+","COX90"
"PPIG",0.141840756,"Ind",5,"4+","COX90"
"PPIH",0.182714838,"Ind",5,"4+","COX90"
"PPIL2",0.219391993,"Ind",5,"4+","COX90"
"PPIP5K1",0.391036146,"Ind",2,"2","COX90"
"PPM1A",0.2221509,"Ind",3,"3","COX90"
"PPM1B",0.244305334,"Ind",5,"4+","COX90"
"PPM1F-AS1",0.992869886,"Ind",1,"1","COX90"
"PPM1G",0.323161764,"Ind",5,"4+","COX90"
"PPM1M",0.316444207,"Ind",2,"2","COX90"
"PPP1CA",0.140148756,"Ind",5,"4+","COX90"
"PPP1R12A",0.258052829,"Ind",3,"3","COX90"
"PPP1R12A-AS1",0.897482635,"Ind",3,"3","COX90"
"PPP1R12C",0.174165529,"Ind",5,"4+","COX90"
"PPP1R13B",0.36534938,"Ind",6,"4+","COX90"
"PPP1R14B",0.188468643,"Ind",3,"3","COX90"
"PPP1R15A",0.210744602,"Ind",1,"1","COX90"
"PPP1R16A",0.242873035,"Ind",2,"2","COX90"
"PPP1R18",0.332026657,"Ind",1,"1","COX90"
"PPP1R1A",0.637453768,"Ind",4,"4+","COX90"
"PPP1R1B",0.580943101,"Ind",8,"4+","COX90"
"PPP1R26-AS1",0.739109497,"Ind",8,"4+","COX90"
"PPP1R2B",1,"Ind",3,"3","COX90"
"PPP1R35",0.298152145,"Ind",5,"4+","COX90"
"PPP1R35-AS1",0.943667699,"Ind",1,"1","COX90"
"PPP1R37",0.256572664,"Ind",3,"3","COX90"
"PPP1R3F",0.47508771,"Ind",8,"4+","COX90"
"PPP1R3G",0.579043392,"Ind",1,"1","COX90"
"PPP1R7",0.291287218,"Ind",5,"4+","COX90"
"PPP1R8",0.15621316,"Ind",5,"4+","COX90"
"PPP1R9B",0.197534447,"Ind",3,"3","COX90"
"PPP2CA",0.104504041,"Ind",3,"3","COX90"
"PPP2CB",0.166751054,"Ind",1,"1","COX90"
"PPP2R1A",0.119194203,"Ind",5,"4+","COX90"
"PPP2R2C",0.776907673,"Ind",8,"4+","COX90"
"PPP2R2D",0.24072531,"Ind",6,"4+","COX90"
"PPP2R3C",0.313816239,"Ind",4,"4+","COX90"
"PPP2R5A",0.147106345,"Ind",6,"4+","COX90"
"PPP2R5CP",0.967028583,"Ind",3,"3","COX90"
"PPP2R5E",0.156491724,"Ind",1,"1","COX90"
"PPP3CB",0.216213175,"Ind",2,"2","COX90"
"PPP3CC",0.290701311,"Ind",1,"1","COX90"
"PPP4C",0.165538291,"Ind",5,"4+","COX90"
"PPP4R1",0.179643358,"Ind",5,"4+","COX90"
"PPP4R2",0.213934987,"Ind",4,"4+","COX90"
"PPP4R3A",0.118326313,"Ind",4,"4+","COX90"
"PPP4R3B",0.106595737,"Ind",5,"4+","COX90"
"PPP4R3B-DT",0.670939003,"Ind",2,"2","COX90"
"PPP4R4",0.853955014,"Ind",5,"4+","COX90"
