"","Gen","Tau","TypInt","Num","TypNum","Dts"
"12004","ZFAND3-DT",1,"Ind",5,"4+","EndC90"
"12005","ZFC3H1",0.16850293,"Ind",5,"4+","EndC90"
"12006","ZFPL1",0.11651063,"Ind",5,"4+","EndC90"
"12007","ZFYVE1",0.164936765,"Ind",4,"4+","EndC90"
"12008","ZFYVE19",0.13971218,"Ind",5,"4+","EndC90"
"12009","ZFYVE26",0.215302089,"Ind",6,"4+","EndC90"
"12010","ZFYVE27",0.184601088,"Ind",6,"4+","EndC90"
"12011","ZFYVE28",0.463529697,"Ind",8,"4+","EndC90"
"12012","ZIC1",0.9726526,"Ind",8,"4+","EndC90"
"12013","ZIC4",0.998070798,"Ind",8,"4+","EndC90"
"12014","ZKSCAN8P1",0.720811031,"Ind",6,"4+","EndC90"
"12015","ZMAT2",0.080703999,"Ind",5,"4+","EndC90"
"12016","ZMIZ1",0.232785428,"Ind",4,"4+","EndC90"
"12017","ZMIZ2",0.181980053,"Ind",5,"4+","EndC90"
"12018","ZMYM2",0.252088939,"Ind",4,"4+","EndC90"
"12019","ZMYM3",0.315499253,"Ind",3,"3","EndC90"
"12020","ZMYM4",0.213621923,"Ind",2,"2","EndC90"
"12021","ZMYM6",0.221995254,"Ind",6,"4+","EndC90"
"12022","ZMYND11",0.17014392,"Ind",3,"3","EndC90"
"12023","ZMYND19",0.356172817,"Ind",4,"4+","EndC90"
"12024","ZNF106",0.441320971,"Ind",2,"2","EndC90"
"12025","ZNF131",0.30675778,"Ind",3,"3","EndC90"
"12026","ZNF142",0.192310906,"Ind",5,"4+","EndC90"
"12027","ZNF169",0.416619693,"Ind",1,"1","EndC90"
"12028","ZNF174",0.238313876,"Ind",1,"1","EndC90"
"12029","ZNF18",0.351043759,"Ind",3,"3","EndC90"
"12030","ZNF182",0.301821313,"Ind",4,"4+","EndC90"
"12031","ZNF202",0.260657479,"Ind",3,"3","EndC90"
"12032","ZNF207",0.146411338,"Ind",5,"4+","EndC90"
"12033","ZNF212",0.278624326,"Ind",2,"2","EndC90"
"12034","ZNF213",0.424822917,"Ind",3,"3","EndC90"
"12035","ZNF22",0.154807544,"Ind",3,"3","EndC90"
"12036","ZNF224",0.244226987,"Ind",4,"4+","EndC90"
"12037","ZNF236",0.377074796,"Ind",5,"4+","EndC90"
"12038","ZNF24",0.141004343,"Ind",4,"4+","EndC90"
"12039","ZNF256",0.299990521,"Ind",1,"1","EndC90"
"12040","ZNF263",0.206894082,"Ind",5,"4+","EndC90"
"12041","ZNF266",0.214850156,"Ind",3,"3","EndC90"
"12042","ZNF274",0.223048819,"Ind",1,"1","EndC90"
"12043","ZNF276",0.211086201,"Ind",6,"4+","EndC90"
"12044","ZNF277-AS1",1,"Ind",5,"4+","EndC90"
"12045","ZNF280D",0.336786453,"Ind",4,"4+","EndC90"
"12046","ZNF281",0.264635606,"Ind",3,"3","EndC90"
"12047","ZNF282",0.1793204,"Ind",2,"2","EndC90"
"12048","ZNF317",0.160569866,"Ind",3,"3","EndC90"
"12049","ZNF319",0.274052582,"Ind",3,"3","EndC90"
"12050","ZNF32-AS1",0.464622557,"Ind",8,"4+","EndC90"
"12051","ZNF324",0.296512046,"Ind",5,"4+","EndC90"
"12052","ZNF324B",0.410747162,"Ind",4,"4+","EndC90"
"12053","ZNF326",0.246634781,"Ind",3,"3","EndC90"
"12054","ZNF330",0.133108733,"Ind",4,"4+","EndC90"
"12055","ZNF333",0.349902266,"Ind",4,"4+","EndC90"
"12056","ZNF337",0.27210463,"Ind",4,"4+","EndC90"
"12057","ZNF341",0.264752718,"Ind",5,"4+","EndC90"
"12058","ZNF362",0.222107884,"Ind",4,"4+","EndC90"
"12059","ZNF365",0.953889794,"Ind",8,"4+","EndC90"
"12060","ZNF37BP",0.297386188,"Ind",4,"4+","EndC90"
"12061","ZNF384",0.171863013,"Ind",5,"4+","EndC90"
"12062","ZNF385B",0.674732514,"Ind",8,"4+","EndC90"
"12063","ZNF394",0.198693039,"Ind",3,"3","EndC90"
"12064","ZNF408",0.176773485,"Ind",2,"2","EndC90"
"12065","ZNF414",0.210994866,"Ind",5,"4+","EndC90"
"12066","ZNF417",0.322037721,"Ind",4,"4+","EndC90"
"12067","ZNF428",0.214904553,"Ind",5,"4+","EndC90"
"12068","ZNF444",0.166279588,"Ind",1,"1","EndC90"
"12069","ZNF446",0.27788593,"Ind",6,"4+","EndC90"
"12070","ZNF483",0.775518229,"Ind",1,"1","EndC90"
"12071","ZNF488",0.944097617,"Ind",8,"4+","EndC90"
"12072","ZNF496",0.316010743,"Ind",4,"4+","EndC90"
"12073","ZNF497",0.670735193,"Ind",1,"1","EndC90"
"12074","ZNF506",0.285672044,"Ind",3,"3","EndC90"
"12075","ZNF510",0.29820406,"Ind",3,"3","EndC90"
"12076","ZNF513",0.230828871,"Ind",6,"4+","EndC90"
"12077","ZNF514",0.284237683,"Ind",1,"1","EndC90"
"12078","ZNF516",0.384702953,"Ind",5,"4+","EndC90"
"12079","ZNF524",0.104472926,"Ind",4,"4+","EndC90"
"12080","ZNF526",0.279380749,"Ind",4,"4+","EndC90"
"12081","ZNF562",0.258538726,"Ind",1,"1","EndC90"
"12082","ZNF567-DT",0.462941986,"Ind",8,"4+","EndC90"
"12083","ZNF581",0.227749809,"Ind",4,"4+","EndC90"
"12084","ZNF592",0.146961399,"Ind",6,"4+","EndC90"
"12085","ZNF593OS",0.953415733,"Ind",4,"4+","EndC90"
"12086","ZNF598",0.156762667,"Ind",4,"4+","EndC90"
"12087","ZNF621",0.251264807,"Ind",4,"4+","EndC90"
"12088","ZNF622",0.11830611,"Ind",2,"2","EndC90"
"12089","ZNF629",0.198349386,"Ind",4,"4+","EndC90"
"12090","ZNF638",0.166777521,"Ind",1,"1","EndC90"
"12091","ZNF639",0.228897119,"Ind",3,"3","EndC90"
"12092","ZNF646",0.494263169,"Ind",5,"4+","EndC90"
"12093","ZNF653",0.480241194,"Ind",1,"1","EndC90"
"12094","ZNF671",0.430792804,"Ind",1,"1","EndC90"
"12095","ZNF672",0.15140198,"Ind",3,"3","EndC90"
"12096","ZNF687",0.195571627,"Ind",5,"4+","EndC90"
"12097","ZNF688",0.357211251,"Ind",5,"4+","EndC90"
"12098","ZNF692",0.184755853,"Ind",2,"2","EndC90"
"12099","ZNF705G",1,"Ind",1,"1","EndC90"
"12100","ZNF706",0.225929599,"Ind",3,"3","EndC90"
"12101","ZNF709",0.748881169,"Ind",2,"2","EndC90"
"12102","ZNF710",0.305986398,"Ind",5,"4+","EndC90"
"12103","ZNF710-AS1",0.388981476,"Ind",1,"1","EndC90"
"12104","ZNF717",0.465794928,"Ind",4,"4+","EndC90"
"12105","ZNF731P",0.281258295,"Ind",3,"3","EndC90"
"12106","ZNF736",0.419528562,"Ind",2,"2","EndC90"
"12107","ZNF747",0.185081206,"Ind",4,"4+","EndC90"
"12108","ZNF76",0.232075668,"Ind",5,"4+","EndC90"
"12109","ZNF764",0.261473223,"Ind",5,"4+","EndC90"
"12110","ZNF768",0.166274021,"Ind",5,"4+","EndC90"
"12111","ZNF776",0.269274492,"Ind",2,"2","EndC90"
"12112","ZNF787",0.140351679,"Ind",4,"4+","EndC90"
"12113","ZNF791",0.218752798,"Ind",1,"1","EndC90"
"12114","ZNF8",0.308983865,"Ind",2,"2","EndC90"
"12115","ZNF800",0.231304065,"Ind",3,"3","EndC90"
"12116","ZNF812P",0.872534382,"Ind",2,"2","EndC90"
"12117","ZNF83",0.251301767,"Ind",4,"4+","EndC90"
"12118","ZNF839",0.4621044,"Ind",5,"4+","EndC90"
"12119","ZNF845",0.338057754,"Ind",1,"1","EndC90"
"12120","ZNF862",0.275115825,"Ind",1,"1","EndC90"
"12121","ZNF865",0.17274025,"Ind",4,"4+","EndC90"
"12122","ZNF92",0.411709038,"Ind",2,"2","EndC90"
"12123","ZNFX1",0.222547703,"Ind",3,"3","EndC90"
"12124","ZNHIT1",0.113387916,"Ind",5,"4+","EndC90"
"12125","ZNHIT3",0.208516403,"Ind",5,"4+","EndC90"
"12126","ZNRD2",0.164491576,"Ind",4,"4+","EndC90"
"12127","ZP1",0.954767262,"Ind",3,"3","EndC90"
"12128","ZP2",1,"Ind",8,"4+","EndC90"
"12129","ZPR1",0.269350452,"Ind",2,"2","EndC90"
"12130","ZRANB1",0.217575584,"Ind",4,"4+","EndC90"
"12131","ZRANB2",0.176085165,"Ind",4,"4+","EndC90"
"12132","ZRANB2-AS1",1,"Ind",4,"4+","EndC90"
"12133","ZRSR2",0.194835599,"Ind",5,"4+","EndC90"
"12134","ZSCAN18",0.262454855,"Ind",1,"1","EndC90"
"12135","ZSWIM1",0.217105528,"Ind",2,"2","EndC90"
"12136","ZSWIM8-AS1",0.466581534,"Ind",6,"4+","EndC90"
"12137","ZWINT",0.628457301,"Ind",1,"1","EndC90"
"12138","ZXDC",0.169285156,"Ind",5,"4+","EndC90"
"12139","ZYX",0.226774842,"Ind",2,"2","EndC90"
"12140","ZZEF1",0.236824665,"Ind",6,"4+","EndC90"
"12141","ZZZ3",0.24463729,"Ind",4,"4+","EndC90"
"12142","A1CF",0.945660211,"Ind",2,"2","EndC95"
"12143","AATF",0.123563663,"Ind",3,"3","EndC95"
"12144","ABCB9",0.627169011,"Ind",3,"3","EndC95"
"12145","ABCC2",0.896310678,"Ind",3,"3","EndC95"
"12146","ABCC8",0.788388183,"Ind",7,"4+","EndC95"
"12147","ABCG4",0.949725235,"Ind",7,"4+","EndC95"
"12148","ABCG5",0.994208857,"Ind",1,"1","EndC95"
"12149","ABHD8",0.36301574,"Ind",1,"1","EndC95"
"12150","ABI1",0.170822526,"Ind",3,"3","EndC95"
"12151","ABLIM2",0.692164913,"Ind",8,"4+","EndC95"
"12152","ACAA1",0.270063803,"Ind",1,"1","EndC95"
"12153","ACADVL",0.115708818,"Ind",1,"1","EndC95"
"12154","ACBD6",0.249653438,"Ind",3,"3","EndC95"
"12155","ACIN1",0.136695014,"Ind",4,"4+","EndC95"
"12156","ACTG1P14",1,"Ind",1,"1","EndC95"
"12157","ACTN2",0.830603366,"Ind",3,"3","EndC95"
"12158","ACTN4",0.228878817,"Ind",1,"1","EndC95"
"12159","ACTR1A",0.098699446,"Ind",1,"1","EndC95"
"12160","ACTR2",0.192005969,"Ind",1,"1","EndC95"
"12161","ACTR3",0.194391832,"Ind",2,"2","EndC95"
"12162","ADAM11",0.804504481,"Ind",7,"4+","EndC95"
"12163","ADAM22",0.746694037,"Ind",3,"3","EndC95"
"12164","ADCY1",0.788907602,"Ind",3,"3","EndC95"
"12165","ADCY5",0.428989384,"Ind",7,"4+","EndC95"
"12166","ADCY7",0.549349056,"Ind",1,"1","EndC95"
"12167","ADD1",0.130130117,"Ind",3,"3","EndC95"
"12168","ADGRA1-AS1",0.988916839,"Ind",7,"4+","EndC95"
"12169","ADGRB2",0.75156114,"Ind",7,"4+","EndC95"
"12170","ADORA1",0.778336236,"Ind",7,"4+","EndC95"
"12171","ADPGK",0.222153861,"Ind",2,"2","EndC95"
"12172","ADRA1B",0.71871393,"Ind",4,"4+","EndC95"
"12173","AFP",1,"Ind",7,"4+","EndC95"
"12174","AGAP2",0.808555982,"Ind",1,"1","EndC95"
"12175","AGAP2-AS1",0.445559588,"Ind",1,"1","EndC95"
"12176","AHSG",0.990585823,"Ind",6,"4+","EndC95"
"12177","AKAP6",0.698280332,"Ind",2,"2","EndC95"
"12178","AKAP8",0.140481392,"Ind",1,"1","EndC95"
"12179","AKIRIN1",0.247237086,"Ind",2,"2","EndC95"
"12180","AKT1",0.112741796,"Ind",1,"1","EndC95"
"12181","AKT2",0.213352288,"Ind",2,"2","EndC95"
"12182","ALB",0.83302162,"Ind",7,"4+","EndC95"
"12183","ALDOC",0.504048057,"Ind",6,"4+","EndC95"
"12184","AMBP",0.951228154,"Ind",4,"4+","EndC95"
"12185","AMPH",0.662775931,"Ind",3,"3","EndC95"
"12186","ANAPC4",0.242176738,"Ind",3,"3","EndC95"
"12187","ANAPC5",0.119907662,"Ind",2,"2","EndC95"
"12188","ANGEL2",0.235767155,"Ind",3,"3","EndC95"
"12189","ANGPTL2",0.338291253,"Ind",1,"1","EndC95"
"12190","ANK2",0.512760575,"Ind",2,"2","EndC95"
"12191","ANK3",0.582085348,"Ind",3,"3","EndC95"
"12192","ANKRD11",0.169404203,"Ind",1,"1","EndC95"
"12193","ANKRD30BP2",1,"Ind",6,"4+","EndC95"
"12194","ANKRD34A",0.774282388,"Ind",8,"4+","EndC95"
"12195","ANKRD34C",0.973178126,"Ind",5,"4+","EndC95"
"12196","ANKRD52",0.148150457,"Ind",1,"1","EndC95"
"12197","ANO3",0.978856119,"Ind",5,"4+","EndC95"
"12198","ANP32A",0.208603833,"Ind",3,"3","EndC95"
"12199","ANXA11",0.165293052,"Ind",1,"1","EndC95"
"12200","ANXA7",0.136295149,"Ind",1,"1","EndC95"
"12201","AP1G2-AS1",0.283666762,"Ind",1,"1","EndC95"
"12202","AP1M1",0.285468174,"Ind",1,"1","EndC95"
"12203","AP2M1",0.099649078,"Ind",1,"1","EndC95"
"12204","AP3B2",0.865694818,"Ind",6,"4+","EndC95"
"12205","AP5Z1",0.18470722,"Ind",1,"1","EndC95"
"12206","APBB1",0.296462557,"Ind",7,"4+","EndC95"
"12207","APC2",0.94713811,"Ind",7,"4+","EndC95"
"12208","APH1A",0.100578056,"Ind",4,"4+","EndC95"
"12209","APLNR",0.640018852,"Ind",6,"4+","EndC95"
"12210","APLP1",0.759299486,"Ind",7,"4+","EndC95"
"12211","APOA1",0.858488414,"Ind",4,"4+","EndC95"
"12212","APOA1-AS",0.849634736,"Ind",4,"4+","EndC95"
"12213","APOA2",0.972370139,"Ind",4,"4+","EndC95"
"12214","APOA5",0.993938376,"Ind",4,"4+","EndC95"
"12215","APOB",0.953793741,"Ind",1,"1","EndC95"
"12216","APOC3",0.936384426,"Ind",4,"4+","EndC95"
"12217","APOH",0.959597366,"Ind",7,"4+","EndC95"
"12218","AQP4",0.91674581,"Ind",1,"1","EndC95"
"12219","AQP7",0.679719113,"Ind",4,"4+","EndC95"
"12220","ARAF",0.093395639,"Ind",3,"3","EndC95"
"12221","ARAP1-AS2",0.795372389,"Ind",1,"1","EndC95"
"12222","ARF1",0.071937728,"Ind",3,"3","EndC95"
"12223","ARGLU1",0.137468817,"Ind",3,"3","EndC95"
"12224","ARHGAP39",0.608019461,"Ind",3,"3","EndC95"
"12225","ARHGAP6",0.44095191,"Ind",1,"1","EndC95"
"12226","ARHGDIA",0.095747382,"Ind",2,"2","EndC95"
"12227","ARHGDIG",0.786139543,"Ind",7,"4+","EndC95"
"12228","ARHGEF1",0.295591448,"Ind",1,"1","EndC95"
"12229","ARHGEF2",0.267908396,"Ind",1,"1","EndC95"
"12230","ARHGEF25",0.331825345,"Ind",6,"4+","EndC95"
"12231","ARHGEF4",0.566725386,"Ind",7,"4+","EndC95"
"12232","ARHGEF7-AS1",1,"Ind",3,"3","EndC95"
"12233","ARID1A",0.153048296,"Ind",2,"2","EndC95"
"12234","ARID4B",0.191391064,"Ind",1,"1","EndC95"
"12235","ARMH3",0.132335706,"Ind",3,"3","EndC95"
"12236","ARNT",0.195163697,"Ind",1,"1","EndC95"
"12237","ARNT2",0.610350668,"Ind",6,"4+","EndC95"
"12238","ARPC2",0.179903131,"Ind",1,"1","EndC95"
"12239","ARPC3",0.161280078,"Ind",3,"3","EndC95"
"12240","ASIC2",0.938655635,"Ind",7,"4+","EndC95"
"12241","ASPA",0.588399345,"Ind",6,"4+","EndC95"
"12242","ASPHD1",0.794029931,"Ind",7,"4+","EndC95"
"12243","ASTN1",0.896411291,"Ind",5,"4+","EndC95"
"12244","ASTN2",0.682696445,"Ind",4,"4+","EndC95"
"12245","ASXL1",0.152156792,"Ind",2,"2","EndC95"
"12246","ATCAY",0.938445526,"Ind",3,"3","EndC95"
"12247","ATF7",0.209173297,"Ind",1,"1","EndC95"
"12248","ATG10",0.538534083,"Ind",3,"3","EndC95"
"12249","ATG4B",0.139453175,"Ind",2,"2","EndC95"
"12250","ATP13A1",0.168476197,"Ind",3,"3","EndC95"
"12251","ATP1A2",0.531566581,"Ind",4,"4+","EndC95"
"12252","ATP1A3",0.871323597,"Ind",8,"4+","EndC95"
"12253","ATP1B1",0.276746644,"Ind",4,"4+","EndC95"
"12254","ATP1B2",0.597561921,"Ind",3,"3","EndC95"
"12255","ATP2B2",0.892211969,"Ind",5,"4+","EndC95"
"12256","ATP2B3",0.95875469,"Ind",7,"4+","EndC95"
"12257","ATP5MC2",0.076730897,"Ind",3,"3","EndC95"
"12258","ATP6V0E2",0.439568955,"Ind",7,"4+","EndC95"
"12259","ATP6V1C2",0.634616493,"Ind",1,"1","EndC95"
"12260","ATP8A2",0.941153859,"Ind",2,"2","EndC95"
"12261","ATP9B",0.29143413,"Ind",1,"1","EndC95"
"12262","ATRAID",0.110125711,"Ind",1,"1","EndC95"
"12263","ATXN2L",0.203803417,"Ind",3,"3","EndC95"
"12264","ATXN7L3",0.155849139,"Ind",2,"2","EndC95"
"12265","AUP1",0.089681085,"Ind",5,"4+","EndC95"
"12266","AVPR1B-DT",1,"Ind",7,"4+","EndC95"
"12267","B3GAT1",0.88733466,"Ind",8,"4+","EndC95"
"12268","B3GAT3",0.178214344,"Ind",3,"3","EndC95"
"12269","B4GALNT1",0.777083472,"Ind",6,"4+","EndC95"
"12270","B4GAT1",0.320901601,"Ind",8,"4+","EndC95"
"12271","BABAM1",0.081969393,"Ind",1,"1","EndC95"
"12272","BAD",0.120744784,"Ind",1,"1","EndC95"
"12273","BANF1",0.111577575,"Ind",1,"1","EndC95"
"12274","BARHL1",1,"Ind",7,"4+","EndC95"
"12275","BARHL2",0.977252616,"Ind",7,"4+","EndC95"
"12276","BARX1",0.931261428,"Ind",2,"2","EndC95"
"12277","BAZ2A",0.14167286,"Ind",1,"1","EndC95"
"12278","BCAN",0.898020975,"Ind",2,"2","EndC95"
"12279","BCAR1",0.193424998,"Ind",2,"2","EndC95"
"12280","BCAS1",0.807254264,"Ind",8,"4+","EndC95"
"12281","BCKDHA",0.15710908,"Ind",1,"1","EndC95"
"12282","BCL2L12",0.191051387,"Ind",1,"1","EndC95"
"12283","BCL2L2-PABPN1",0.561974168,"Ind",2,"2","EndC95"
"12284","BCLAF1",0.171087654,"Ind",1,"1","EndC95"
"12285","BICRAL",0.222751757,"Ind",1,"1","EndC95"
"12286","BLTP2",0.09604307,"Ind",3,"3","EndC95"
"12287","BNIP2",0.162349047,"Ind",2,"2","EndC95"
"12288","BORCS6",0.224404269,"Ind",1,"1","EndC95"
"12289","BORCS8",0.179236581,"Ind",1,"1","EndC95"
"12290","BPIFB2",0.967587739,"Ind",4,"4+","EndC95"
"12291","BRD7",0.173355618,"Ind",1,"1","EndC95"
"12292","BRINP1",0.946913253,"Ind",3,"3","EndC95"
"12293","BRK1",0.094896872,"Ind",1,"1","EndC95"
"12294","BRSK1",0.640487981,"Ind",8,"4+","EndC95"
"12295","BRSK2",0.778179092,"Ind",7,"4+","EndC95"
"12296","BSN",0.947720049,"Ind",4,"4+","EndC95"
"12297","BTBD2",0.142177214,"Ind",2,"2","EndC95"
"12298","BTBD9-AS1",1,"Ind",1,"1","EndC95"
"12299","BTF3",0.14074165,"Ind",3,"3","EndC95"
"12300","BTN3A1",0.37301921,"Ind",4,"4+","EndC95"
"12301","BTN3A3",0.371835462,"Ind",5,"4+","EndC95"
"12302","C10orf55",0.99825798,"Ind",4,"4+","EndC95"
"12303","C16orf89",0.660620821,"Ind",4,"4+","EndC95"
"12304","C16orf92",1,"Ind",6,"4+","EndC95"
"12305","C19orf47",0.465873901,"Ind",1,"1","EndC95"
"12306","C1orf115",0.307445195,"Ind",5,"4+","EndC95"
"12307","C1orf122",0.204136848,"Ind",2,"2","EndC95"
"12308","C1QL1",0.676395807,"Ind",1,"1","EndC95"
"12309","C1QL2",1,"Ind",7,"4+","EndC95"
"12310","C1QL3",0.999633013,"Ind",1,"1","EndC95"
"12311","C2orf49",0.236725775,"Ind",1,"1","EndC95"
"12312","C3",0.347619922,"Ind",5,"4+","EndC95"
"12313","C4BPB",0.914356269,"Ind",7,"4+","EndC95"
"12314","C4orf50",0.999729043,"Ind",1,"1","EndC95"
"12315","CA10",0.948906411,"Ind",8,"4+","EndC95"
"12316","CA11",0.509775695,"Ind",7,"4+","EndC95"
"12317","CA9",0.852346376,"Ind",6,"4+","EndC95"
"12318","CABP1",0.826747862,"Ind",7,"4+","EndC95"
"12319","CACNA1A",0.936334177,"Ind",8,"4+","EndC95"
"12320","CACNA1B",0.927948398,"Ind",4,"4+","EndC95"
"12321","CACNA1G",0.85271922,"Ind",7,"4+","EndC95"
"12322","CACNA1I",0.883865357,"Ind",3,"3","EndC95"
"12323","CACNG1",0.980955716,"Ind",2,"2","EndC95"
"12324","CACNG2",0.986578104,"Ind",3,"3","EndC95"
"12325","CACNG3",1,"Ind",6,"4+","EndC95"
"12326","CACNG7",0.971861017,"Ind",7,"4+","EndC95"
"12327","CACNG8",0.986134231,"Ind",3,"3","EndC95"
"12328","CACTIN",0.206344759,"Ind",2,"2","EndC95"
"12329","CADM2",0.888055423,"Ind",5,"4+","EndC95"
"12330","CADM3",0.573295417,"Ind",8,"4+","EndC95"
"12331","CADM4",0.521964783,"Ind",8,"4+","EndC95"
"12332","CADPS",0.89095337,"Ind",3,"3","EndC95"
"12333","CADPS2",0.374156242,"Ind",3,"3","EndC95"
"12334","CALY",0.927157988,"Ind",7,"4+","EndC95"
"12335","CAMK1G",0.861957914,"Ind",7,"4+","EndC95"
"12336","CAMK2A",0.890056601,"Ind",5,"4+","EndC95"
"12337","CAMK2B",0.837186925,"Ind",7,"4+","EndC95"
"12338","CAMK2N1",0.39951856,"Ind",7,"4+","EndC95"
"12339","CAMK2N2",0.920797421,"Ind",7,"4+","EndC95"
"12340","CAMSAP3",0.554780281,"Ind",3,"3","EndC95"
"12341","CAP1",0.223981766,"Ind",1,"1","EndC95"
"12342","CAPN10",0.232706139,"Ind",3,"3","EndC95"
"12343","CAPNS1",0.094490729,"Ind",2,"2","EndC95"
"12344","CAPZB",0.102958227,"Ind",1,"1","EndC95"
"12345","CARM1",0.219488257,"Ind",1,"1","EndC95"
"12346","CARNS1",0.720481351,"Ind",7,"4+","EndC95"
"12347","CARS2",0.126420244,"Ind",3,"3","EndC95"
"12348","CARTPT",0.767743733,"Ind",6,"4+","EndC95"
"12349","CASKIN1",0.941396515,"Ind",1,"1","EndC95"
"12350","CASQ2",0.60922944,"Ind",3,"3","EndC95"
"12351","CAVIN2",0.322806538,"Ind",1,"1","EndC95"
"12352","CAVIN2-AS1",1,"Ind",1,"1","EndC95"
"12353","CBLN1",0.875164897,"Ind",8,"4+","EndC95"
"12354","CBLN3",0.60169542,"Ind",8,"4+","EndC95"
"12355","CBLN4",0.857203949,"Ind",6,"4+","EndC95"
"12356","CBX7",0.179869565,"Ind",1,"1","EndC95"
"12357","CC2D1B",0.222512178,"Ind",4,"4+","EndC95"
"12358","CCAR1",0.12857304,"Ind",2,"2","EndC95"
"12359","CCAR2",0.180768445,"Ind",2,"2","EndC95"
"12360","CCDC142",0.320595303,"Ind",2,"2","EndC95"
"12361","CCDC22",0.179010138,"Ind",2,"2","EndC95"
"12362","CCDC59",0.18517232,"Ind",2,"2","EndC95"
"12363","CCDC92B",0.92032518,"Ind",4,"4+","EndC95"
"12364","CCKBR",0.955142117,"Ind",7,"4+","EndC95"
"12365","CCL3",0.737766624,"Ind",1,"1","EndC95"
"12366","CCL3-AS1",0.896617287,"Ind",1,"1","EndC95"
"12367","CCM2L",0.649360321,"Ind",3,"3","EndC95"
"12368","CCN5",0.542549553,"Ind",5,"4+","EndC95"
"12369","CCNK",0.263780753,"Ind",2,"2","EndC95"
"12370","CCNT2-AS1",0.834018432,"Ind",6,"4+","EndC95"
"12371","CCT4",0.132985501,"Ind",1,"1","EndC95"
"12372","CCZ1",0.182340183,"Ind",1,"1","EndC95"
"12373","CD226",0.95821937,"Ind",2,"2","EndC95"
"12374","CD44-AS1",0.701084035,"Ind",1,"1","EndC95"
"12375","CDC27P1",1,"Ind",1,"1","EndC95"
"12376","CDC37",0.098953788,"Ind",2,"2","EndC95"
"12377","CDC42",0.129914008,"Ind",3,"3","EndC95"
"12378","CDC42P6",0.868643431,"Ind",3,"3","EndC95"
"12379","CDCA7L",0.404464893,"Ind",1,"1","EndC95"
"12380","CDH15",0.932520407,"Ind",7,"4+","EndC95"
"12381","CDH18",0.93651155,"Ind",1,"1","EndC95"
"12382","CDH22",0.942484899,"Ind",7,"4+","EndC95"
"12383","CDH23-AS1",1,"Ind",7,"4+","EndC95"
"12384","CDK11A",0.211757619,"Ind",1,"1","EndC95"
"12385","CDK11B",0.186411189,"Ind",1,"1","EndC95"
"12386","CDK12",0.231300055,"Ind",3,"3","EndC95"
"12387","CDK13",0.187348045,"Ind",2,"2","EndC95"
"12388","CDK4",0.177779908,"Ind",1,"1","EndC95"
"12389","CDK5R2",0.955410882,"Ind",7,"4+","EndC95"
"12390","CDPF1",0.210603782,"Ind",1,"1","EndC95"
"12391","CDV3",0.135388492,"Ind",2,"2","EndC95"
"12392","CELF1",0.123566018,"Ind",1,"1","EndC95"
"12393","CELF3",0.920493537,"Ind",7,"4+","EndC95"
"12394","CELF4",0.950392748,"Ind",7,"4+","EndC95"
"12395","CELF5",0.948080636,"Ind",8,"4+","EndC95"
"12396","CELSR1P1",0.922264111,"Ind",4,"4+","EndC95"
"12397","CELSR2",0.486939422,"Ind",2,"2","EndC95"
"12398","CENPT",0.191716157,"Ind",3,"3","EndC95"
"12399","CEP170B",0.203288172,"Ind",3,"3","EndC95"
"12400","CEROX1",0.590862058,"Ind",6,"4+","EndC95"
"12401","CERS2",0.21047007,"Ind",1,"1","EndC95"
"12402","CFL1",0.145349658,"Ind",2,"2","EndC95"
"12403","CGA",0.987255061,"Ind",3,"3","EndC95"
"12404","CGGBP1",0.146918259,"Ind",1,"1","EndC95"
"12405","CHCHD2",0.123617645,"Ind",1,"1","EndC95"
"12406","CHD5",0.90625048,"Ind",4,"4+","EndC95"
"12407","CHD8",0.158441214,"Ind",2,"2","EndC95"
"12408","CHFR",0.287146324,"Ind",1,"1","EndC95"
"12409","CHGA",0.768015537,"Ind",7,"4+","EndC95"
"12410","CHGB",0.827255442,"Ind",8,"4+","EndC95"
"12411","CHIC2",0.315549898,"Ind",2,"2","EndC95"
"12412","CHKB",0.16962387,"Ind",1,"1","EndC95"
"12413","CHL1",0.68727758,"Ind",2,"2","EndC95"
"12414","CHMP1A",0.125885928,"Ind",3,"3","EndC95"
"12415","CHMP4A",0.142696264,"Ind",1,"1","EndC95"
"12416","CHN1",0.628724961,"Ind",6,"4+","EndC95"
"12417","CHRD",0.375877737,"Ind",7,"4+","EndC95"
"12418","CHRM1",0.911507925,"Ind",7,"4+","EndC95"
"12419","CHRNA2",0.99527111,"Ind",3,"3","EndC95"
"12420","CHRNA4",0.944874499,"Ind",7,"4+","EndC95"
"12421","CHRNB2",0.962674474,"Ind",4,"4+","EndC95"
"12422","CHROMR",0.318776308,"Ind",7,"4+","EndC95"
"12423","CHST1",0.568887752,"Ind",7,"4+","EndC95"
"12424","CHST8",0.948239827,"Ind",1,"1","EndC95"
"12425","CHTOP",0.130661837,"Ind",2,"2","EndC95"
"12426","CIAO1",0.111024704,"Ind",4,"4+","EndC95"
"12427","CIR1",0.114418973,"Ind",2,"2","EndC95"
"12428","CIZ1",0.161700508,"Ind",3,"3","EndC95"
"12429","CKMT1B",0.81592883,"Ind",7,"4+","EndC95"
"12430","CLASRP",0.121753788,"Ind",1,"1","EndC95"
"12431","CLCA4",0.812136016,"Ind",3,"3","EndC95"
